报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),33401,19965,14422,7451,31322,22980,16653,6962,32135,19687,11879,6239,34309,27455,15448,6644,48953,32971,20514,10094,32448,18022,11427,4343,18499,12717,7876,3072,13201,7939,4370,1561,7960,5226,3624,1757,7868,5337,3595,5367,3460,1654,858,
营业收入(万元),33401,19965,14422,7451,31322,22980,16653,6962,32135,19687,11879,6239,34309,27455,15448,6644,48953,32971,20514,10094,32448,18022,11427,4343,18499,12717,7876,3072,13201,7939,4370,1561,7960,5226,3624,1757,7868,5337,3595,5367,3460,1654,858,
利息收入(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),30501,18297,13439,6548,30615,22272,16597,7570,44871,19977,12840,6326,68356,29682,16474,7325,56849,33495,19819,9888,26921,16393,10240,4500,18152,12299,7401,3148,12680,7317,4246,1269,5803,3102,1950,928,4404,3217,2289,2420,1783,846,471,
营业成本(万元),13724,8650,6331,3167,13780,10270,7762,3110,12309,6757,4506,1996,19530,13755,6778,2814,19934,13148,7670,3784,10230,6801,4166,1823,5756,3323,1954,938,4091,1461,920,368,1179,818,501,222,843,531,393,443,267,196,87,
利息支出(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),4481,3573,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),98,59,46,31,97,66,50,20,104,267,131,94,180,47,33,10,289,238,218,150,601,349,222,109,622,462,285,117,337,240,96,36,110,74,57,28,123,91,67,151,109,49,6,
销售费用(万元),6272,2781,1922,708,4103,3419,2443,1249,6713,4873,3050,1711,8947,6573,3451,1570,15134,9827,5245,2461,8471,5607,3651,1659,8422,6273,3729,1322,6029,4234,2559,563,3099,1857,1098,540,2330,1706,1202,1434,1131,180,92,
管理费用(万元),3809,2732,4419,2015,10380,8050,5983,2812,12838,8612,5794,2977,10512,7902,5138,2656,12516,10042,6938,3624,7567,4172,2564,1269,4838,3590,2312,1236,3591,2386,1312,641,2695,1284,841,368,1257,996,691,613,356,354,255,
财务费用(万元),-104,-253,-83,208,449,362,205,52,-529,-217,-172,53,949,1123,1001,441,853,248,-151,-132,-838,-755,-548,-337,-1667,-1314,-866,-437,-1485,-1069,-671,-336,-1296,-940,-577,-235,-131,-93,-50,-155,-80,1,0,
资产减值损失(万元),2221,755,803,418,1806,105,154,326,13436,-316,-469,-505,28239,282,72,-166,8123,-7,-102,1,890,219,185,-23,180,-35,-13,-27,115,65,29,-3,16,10,30,5,-17,-13,-13,-65,0,66,31,
公允价值变动收益(万元),13,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),1073,1069,1096,423,3910,844,703,577,-431,-173,-81,-121,24887,1461,1263,808,6041,2259,342,342,503,769,111,5,-11,30,-30,-3,-3,-16,53,-13,-7,-1,--,--,1,1,1,31,0,0,0,
对联营企业和合营企业的投资收益(万元),-155,-129,-113,-128,3358,348,236,164,-436,-235,-115,-121,1261,1461,1263,830,218,77,-19,-19,4,21,20,5,-18,21,-30,-3,-3,-16,--,--,--,--,--,--,0,0,0,0,0,0,0,
汇兑收益(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
