报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),52056,28790,63095,40436,26290,58517,11667,53366,35551,29112,
营业收入(万元),52056,28790,63095,40436,26290,58517,11667,53366,35551,29112,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),49359,27077,58238,38175,24985,54097,10865,49551,33585,27385,
营业成本(万元),42736,22774,50650,33080,21505,47241,9498,43691,29148,23585,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),323,161,271,105,80,160,12,95,77,53,
销售费用(万元),1717,1093,1568,1065,694,1482,408,1447,1022,845,
管理费用(万元),4019,2603,4921,3295,2322,4302,754,3179,2507,2200,
财务费用(万元),451,381,741,536,334,846,216,944,736,586,
资产减值损失(万元),113,64,88,93,49,65,-23,194,96,116,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2697,1713,4856,2260,1305,4420,802,3815,1966,1727,
营业外收入(万元),208,142,1370,573,480,3096,15,227,79,116,
营业外支出(万元),29,1,52,8,8,57,0,2,4,10,
非流动资产处置损失(万元),--,--,13,7,7,0,--,--,--,0,
利润总额(万元),2876,1854,6174,2826,1778,7458,817,4041,2041,1833,
所得税费用(万元),157,82,658,278,194,1135,138,549,292,208,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),2719,1772,5516,2547,1584,6323,679,3492,1749,1625,
归属于母公司所有者的净利润(万元),2719,1772,5516,2547,1584,6323,679,3492,1749,1625,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.35,0.23,0.94,0.43,0.27,1.12,0.14,0.7,0.35,0.51,
稀释每股收益,0.35,0.23,0.94,0.43,0.27,1.12,0.14,0.7,0.35,0.51,
