报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),88953,51941,22705,82075,58547,38766,19844,81611,91981,45936,82620,74241,94329,
营业收入(万元),88953,51941,22705,82075,58547,38766,19844,81611,91981,45936,82620,74241,94329,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),79319,46858,21090,70815,49198,32127,16448,69392,81878,40413,74148,67540,86240,
营业成本(万元),68590,40106,17802,58742,40629,26431,13314,58443,69865,34655,63192,57642,74682,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),402,228,77,474,393,244,122,478,443,221,325,336,336,
销售费用(万元),3849,2506,1100,4600,3378,2252,1059,4429,4728,2339,4159,3660,3551,
管理费用(万元),5312,3501,1682,6436,4440,2838,1327,6018,6468,3081,5793,5092,5812,
财务费用(万元),-32,-91,-32,39,58,44,22,35,217,90,78,745,2032,
资产减值损失(万元),1199,608,461,522,299,317,604,-11,158,26,601,65,-173,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),350,85,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11029,5748,1614,11260,9349,6639,3396,12218,10102,5523,8472,6701,8089,
营业外收入(万元),4,3,512,852,638,386,87,542,351,159,387,644,724,
营业外支出(万元),115,3,0,46,12,12,4,19,36,8,137,4,209,
非流动资产处置损失(万元),1,1,--,7,6,6,2,6,21,7,121,0,131,
利润总额(万元),10918,5749,2126,12066,9975,7014,3479,12741,10417,5674,8723,7341,8604,
所得税费用(万元),1714,914,255,1747,1573,1101,455,1857,1561,880,1351,1138,1265,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9204,4835,1871,10319,8403,5913,3024,10884,8857,4794,7371,6203,7339,
归属于母公司所有者的净利润(万元),9204,4835,1871,10319,8403,5913,3024,10884,8857,4794,7371,6203,7339,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,40,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.46,0.24,0.09,0.68,0.56,0.39,0.2,0.72,0.59,0.32,0.49,0.41,0.49,
稀释每股收益,0.46,0.24,0.09,0.68,0.56,0.39,0.2,0.72,0.59,0.32,0.49,0.41,0.49,
