报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),38774,23159,9602,47190,32395,20330,6650,48312,32957,57157,53434,50127,50262,
营业收入(万元),38774,23159,9602,47190,32395,20330,6650,48312,32957,57157,53434,50127,50262,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),34262,20727,9058,40534,26328,17062,6691,37593,25441,44152,41623,41353,43394,
营业成本(万元),21338,12874,5736,25073,16736,10625,3818,23201,15390,28337,28020,30131,35415,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),301,167,59,381,179,130,48,406,239,580,538,447,341,
销售费用(万元),3304,2071,757,3899,2310,1515,698,3286,2132,3893,4178,3387,2205,
管理费用(万元),9197,5588,2531,10657,6866,4582,2181,10377,7378,10840,8629,7265,5124,
财务费用(万元),-43,-58,-25,460,158,130,40,228,172,55,114,39,201,
资产减值损失(万元),165,85,--,63,80,80,-94,95,129,446,145,84,107,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),443,333,96,181,161,115,40,188,144,-4,-8,7,236,
对联营企业和合营企业的投资收益(万元),36,29,--,--,1,1,--,7,-3,-4,-8,7,72,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6408,3791,639,6837,6228,3383,-1,10908,7660,13001,11803,8781,7104,
营业外收入(万元),467,431,329,5326,4135,3292,2572,963,640,705,474,96,43,
营业外支出(万元),10,7,1,92,63,50,24,212,178,745,161,257,117,
非流动资产处置损失(万元),1,--,--,--,10,4,--,12,12,555,0,125,4,
利润总额(万元),6864,4215,967,12071,10301,6625,2547,11659,8122,12961,12116,8620,7030,
所得税费用(万元),1334,862,173,1752,1619,1132,95,1825,1271,2174,2012,2251,1894,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5530,3353,793,10319,8682,5493,2452,9834,6850,10787,10104,6368,5136,
归属于母公司所有者的净利润(万元),5679,3243,745,10095,8513,5372,2448,9702,6764,10723,10109,6344,5084,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-149,110,48,224,168,121,4,132,87,65,-5,24,52,
基本每股收益,0.26,0.15,0.03,0.59,0.52,0.32,0.15,0.59,0.41,0.65,0.61,0.41,0.4,
稀释每股收益,0.26,0.15,0.03,0.59,0.52,0.32,0.15,0.59,0.41,0.65,0.61,0.41,0.4,
