报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),42046,25381,10556,42067,27302,16550,5624,16283,11677,8198,3089,16703,12098,9051,3651,20707,14814,10694,5865,25573,18467,11830,5717,22187,15778,10710,4732,23841,15603,9594,4406,18136,11829,6937,3020,18027,11435,17323,8361,5155,
营业收入(万元),42046,25381,10556,42067,27302,16550,5624,16283,11677,8198,3089,16703,12098,9051,3651,20707,14814,10694,5865,25573,18467,11830,5717,22187,15778,10710,4732,23841,15603,9594,4406,18136,11829,6937,3020,18027,11435,17323,8361,5155,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),37170,23143,10403,37623,23078,13578,4453,15034,10004,6998,2708,15985,11487,8011,2990,18951,13265,9449,5128,21798,15036,10145,5118,19291,13137,9103,4171,19694,12224,7496,3405,13625,8487,4894,2319,12875,7987,12928,5189,4360,
营业成本(万元),26937,16309,6900,26208,16832,9921,3127,8347,5615,4256,1813,9392,6798,4920,1975,12132,8591,6103,3184,14579,10383,6966,3235,13473,9294,6378,2603,13770,9068,5625,2482,9790,5928,3312,1450,8911,5685,8997,3903,3448,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
