报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),20789,113428,90291,61572,27457,147981,89899,52872,17570,111697,71458,47657,24196,130795,84373,52131,19629,99859,62017,27789,11191,65550,42876,25520,8678,39669,27110,16778,5549,27541,20029,12303,4296,19165,13187,16886,10878,4823,
营业收入(万元),20789,113428,90291,61572,27457,147981,89899,52872,17570,111697,71458,47657,24196,130795,84373,52131,19629,99859,62017,27789,11191,65550,42876,25520,8678,39669,27110,16778,5549,27541,20029,12303,4296,19165,13187,16886,10878,4823,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),19292,136582,89974,56841,26116,135668,86232,49946,19692,103595,66772,44678,20205,128391,82808,49447,19453,97543,59011,24044,9692,54823,33503,18443,6516,28453,18769,11804,3984,18575,13026,8012,3029,12967,8974,11513,8062,4029,
营业成本(万元),16668,94514,74299,48357,22023,113379,72092,41511,14140,77951,50921,34700,16713,103105,68960,42454,17136,83753,50218,19265,7737,42958,26036,14579,4843,19896,13408,8342,2851,13072,9306,5440,2055,8773,6277,8745,6189,3163,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),380,2989,2099,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),124,806,564,367,134,846,461,296,105,813,303,217,126,538,286,203,66,458,269,185,101,454,320,193,63,329,253,145,49,212,165,104,49,194,124,152,95,21,
销售费用(万元),1358,10413,6488,4101,1777,10295,7436,4798,2861,9513,5490,3626,1542,7868,4287,2302,931,4325,2752,1542,525,3934,2553,1521,658,3190,2174,1516,628,2236,1550,975,351,1414,1070,1454,809,455,
管理费用(万元),2073,10438,7237,5834,2820,10618,7411,4404,2248,10117,6532,4280,2099,8787,5797,3686,1770,6703,4644,3090,1592,5462,3802,2244,1083,4396,2851,1787,750,3189,2242,1560,588,1849,1059,853,688,313,
财务费用(万元),-998,5556,3803,1670,252,1261,1285,801,369,2480,1838,1143,625,3450,1749,683,249,888,649,382,57,-429,-392,-372,-207,-672,-552,-417,-214,-786,-483,-110,89,256,201,161,129,92,
资产减值损失(万元),-314,11865,-4516,-3488,-890,-731,-2454,-1863,-30,2723,1687,712,-899,4643,1729,118,-699,1417,480,-420,-320,2443,1183,278,77,1314,725,431,-80,651,246,43,-102,482,244,149,153,-14,
公允价值变动收益(万元),--,--,--,--,--,-1034,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-1475,-30264,-516,-1576,-597,-2397,345,63,42,-49,-89,586,259,2027,1051,922,468,3446,1579,1204,942,211,90,26,--,176,89,75,--,-92,-10,-26,29,184,--,2,--,--,
对联营企业和合营企业的投资收益(万元),-1679,-31833,-2705,-2229,-822,-3044,-614,-253,-122,-268,-68,74,30,118,135,30,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
