报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),223165,140564,56761,257270,187021,118316,48739,253309,189473,135218,57606,305280,223738,138755,55621,249381,174157,113924,47810,271891,177575,106847,37150,229651,172271,110011,206373,150922,97121,
营业收入(万元),223165,140564,56761,257270,187021,118316,48739,253309,189473,135218,57606,305280,223738,138755,55621,249381,174157,113924,47810,271891,177575,106847,37150,229651,172271,110011,206373,150922,97121,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),218676,136424,55029,254747,181314,114118,46788,241274,178933,126386,54110,287325,207328,129412,52882,236682,162762,106737,45308,256077,164786,98953,34566,214235,159323,101389,192466,140613,91275,
营业成本(万元),185359,115228,46645,215238,156127,98472,41429,209479,155720,110587,46589,250394,182207,114456,46902,207975,144184,95407,40929,235481,151428,90872,31175,195250,145894,92470,176799,130459,83848,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1075,689,326,1111,812,494,191,1252,675,513,284,1025,558,269,203,858,629,454,221,858,985,512,212,710,485,408,540,443,49,
销售费用(万元),14085,7865,2621,14275,9982,5113,1729,11928,8115,5005,2714,12398,9625,5308,1850,9777,6307,4064,1333,9516,5958,3313,1368,8071,5513,3666,6950,4816,3583,
管理费用(万元),11039,8106,3221,11703,8429,7207,3120,11873,7788,5754,3045,12462,8731,5501,2422,9754,6897,4056,1824,6757,4319,2629,1184,5718,3706,2154,4463,3045,2737,
财务费用(万元),4644,2938,1324,4914,3476,1974,884,5045,3920,2821,1265,6840,4756,3383,1373,6075,4358,2644,939,2430,1406,1252,626,3998,3394,2361,3644,1893,939,
资产减值损失(万元),2474,1597,892,7506,2488,858,-566,1697,2717,1706,212,4205,1449,496,132,2243,387,112,62,1035,690,375,--,488,331,331,71,-42,119,
公允价值变动收益(万元),--,--,--,5,5,--,--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,
投资收益(万元),0,0,0,0,--,--,--,549,1434,92,14,54,6,5,5,10,--,--,--,22,--,--,--,--,--,--,--,--,2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4529,4171,1741,2646,5746,4226,1951,12579,11974,8924,3511,18010,16416,9349,2745,12709,11395,7188,2503,15837,12789,7894,2584,15416,12948,8622,13907,10309,5862,
营业外收入(万元),27,21,6,6157,81,53,37,322,285,268,245,276,254,92,41,312,227,26,13,144,59,32,26,72,60,54,79,510,--,
营业外支出(万元),116,85,66,504,353,69,21,536,257,235,234,438,79,45,21,176,75,46,18,190,21,15,24,36,32,29,58,558,66,
非流动资产处置损失(万元),--,--,--,--,42,42,1,259,23,213,213,360,7,7,5,60,--,7,2,173,--,--,--,21,17,14,33,543,51,
利润总额(万元),4440,4107,1681,8299,5473,4210,1967,12366,12002,8957,3522,17848,16592,9396,2766,12845,11547,7168,2497,15791,12826,7911,2585,15451,12976,8646,13928,10261,5796,
所得税费用(万元),935,737,330,1365,1247,805,359,2835,2495,1491,563,2950,2853,1565,531,1870,2239,1457,506,2419,1924,1150,396,2206,1892,1293,2047,1466,917,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3505,3370,1351,6934,4226,3406,1607,9531,9507,7466,2958,14898,13739,7831,2235,10974,9307,5711,1991,13372,10902,6761,2189,13246,11083,7354,11881,8796,4879,
归属于母公司所有者的净利润(万元),3564,3410,1371,7487,4666,3343,1530,9104,8704,6468,2338,12805,12124,7230,2180,9857,8138,5104,1818,13090,10671,6761,2189,13246,11083,7354,11881,8796,4879,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-59,-40,-20,-553,-440,63,78,428,803,998,620,2093,1614,601,55,1117,1169,606,173,282,231,--,--,--,--,--,--,--,--,
基本每股收益,0.05,0.05,0.02,0.1,0.07,0.05,0.02,0.13,0.12,0.09,0.07,0.39,0.37,0.22,0.07,0.3,0.25,0.16,0.06,0.4,0.33,0.21,0.12,0.86,0.61,0.54,0.87,0.65,--,
稀释每股收益,0.05,0.05,0.02,0.1,0.07,0.05,0.02,0.13,0.12,0.09,0.07,0.39,0.37,0.22,0.07,0.3,0.25,0.16,0.06,0.4,0.33,0.21,0.12,0.86,0.61,0.54,0.87,0.65,--,
