报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),16977,9502,24181,11758,20661,18481,14383,9739,
营业收入(万元),16977,9502,24181,11758,20661,18481,14383,9739,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),13609,8530,18817,10890,15947,13851,12498,9928,
营业成本(万元),7371,4403,11979,5963,10013,8651,7129,4982,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),215,150,214,122,63,39,136,343,
销售费用(万元),389,180,438,321,313,200,183,97,
管理费用(万元),5580,3764,6206,4439,5467,4459,4380,3649,
财务费用(万元),-41,-23,-87,-29,73,395,612,858,
资产减值损失(万元),96,57,66,75,17,107,58,-2,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),-1,-1,-9,-6,-15,3,1,-0,
对联营企业和合营企业的投资收益(万元),-1,-1,-9,-6,-15,3,1,-0,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),3950,1308,5355,862,4699,4633,1886,-189,
营业外收入(万元),60,52,784,566,1134,1880,996,890,
营业外支出(万元),0,0,38,36,64,260,245,5,
非流动资产处置损失(万元),0,0,8,3,9,23,237,2,
利润总额(万元),4009,1360,6101,1392,5768,6253,2636,696,
所得税费用(万元),543,142,932,196,851,1353,408,-266,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3466,1218,5169,1197,4917,4900,2229,963,
归属于母公司所有者的净利润(万元),3466,1218,5169,1197,4917,4900,2229,963,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-0,0,0,-0,0,0,0,0,
基本每股收益,0.55,0.2,0.84,0.2,0.8,0.8,0.36,0.16,
稀释每股收益,0.55,0.2,0.84,0.2,0.8,0.8,0.36,0.16,
