报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,
营业总收入(万元),514340,2354356,1695647,1012582,450273,1422937,799547,507585,246507,1115540,877846,608541,273892,1603032,1190569,784017,314211,1919997,1398039,947403,446755,2006530,1487965,1017961,480651,2242628,1659188,1097171,451900,2142768,1444497,858855,378228,1826109,1332730,864827,390887,1666990,1247247,729300,295048,994855,710180,452023,230950,823608,522749,321678,
营业收入(万元),514340,2354356,1695647,1012582,450273,1422937,799547,507585,246507,1115540,877846,608541,273892,1603032,1190569,784017,314211,1919997,1398039,947403,446755,2006530,1487965,1017961,480651,2242628,1659188,1097171,451900,2142768,1444497,858855,378228,1826109,1332730,864827,390887,1666990,1247247,729300,295048,994855,710180,452023,230950,823608,522749,321678,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),430695,2005225,1452237,867554,385225,1307955,798567,509223,248598,1111241,873403,605279,270361,1494300,1127964,736547,288950,1731535,1263958,840154,378987,1709676,1215283,795079,367142,1803844,1294084,843224,331780,1730435,1126462,652084,281293,1532494,1083413,700045,295403,1265446,1010660,613162,250231,853731,604524,382538,195442,704135,432499,261837,
营业成本(万元),305073,1393726,1094714,651339,277286,895826,575650,378742,189063,744852,627574,435954,190180,1102325,846264,555552,216122,1222799,913136,612369,276707,1182620,876628,577496,271743,1230779,963066,626684,247037,1278817,883214,507319,218143,1229141,903346,597669,241949,981084,830221,504338,211220,701504,493939,312434,167560,567750,347153,207485,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),39750,186981,128737,77554,32387,112553,61425,37973,16615,83982,61894,43217,20587,29466,16309,10773,4062,25175,18683,12589,5672,26707,21139,14622,6332,31493,19355,12900,4948,21614,16089,10640,4356,17976,14587,8970,3473,13057,9991,5904,2698,9156,7096,4609,1918,8251,6194,3901,
销售费用(万元),8183,43587,29295,11604,3909,29160,17500,7453,3159,23368,10741,7463,2830,31537,17764,11857,3404,39210,25663,18042,8045,26397,19647,13637,8447,26974,22372,16823,10759,25831,21764,15375,13256,25034,24804,10011,19203,26676,28806,13449,11321,26041,21159,12253,9952,29902,18102,11290,
管理费用(万元),51941,256098,133858,81103,53080,166849,102532,56131,28300,188826,137684,94099,44945,280553,209510,133109,55094,390900,275669,175344,81574,432933,278956,174973,75205,484037,261818,166546,59198,365965,178732,97187,34057,242818,130447,76434,28660,219802,130332,81479,23047,117098,81322,51739,16217,99240,60486,38578,
财务费用(万元),25768,94084,57476,37752,18603,71227,35540,23004,11460,52257,31148,20183,11820,47338,34701,21832,10268,50718,29460,20465,6996,44901,18223,13661,5424,23371,19008,11781,9846,33369,22366,17266,11481,11311,8675,5408,2117,14590,8270,4951,1945,-2262,-1227,-733,-205,-757,-282,-264,
资产减值损失(万元),-21,30750,8156,8201,-40,32339,5920,5920,--,17955,4362,4362,-1,3081,3415,3424,--,2732,1347,1344,-6,-3881,689,689,-9,7190,8466,8491,-8,4838,4296,4296,--,6215,1554,1554,--,10238,3039,3040,--,2195,2236,2236,0,-251,846,846,
公允价值变动收益(万元),--,2,--,--,--,1,1,1,0,5,--,--,--,5,--,--,--,-4,--,--,--,-0,--,--,--,-90,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),2959,-9351,7577,4651,1522,2364,5642,4536,2851,8484,7262,5261,2860,7447,6463,4093,2202,7540,6309,4194,2192,7611,5963,4119,2084,4522,3023,485,906,4542,2718,1148,644,2461,2179,1578,927,2327,1796,1170,617,3171,1182,330,6,616,396,33,
对联营企业和合营企业的投资收益(万元),2783,-9353,7573,4647,1519,2338,5622,4524,--,8455,7234,5243,--,-90,6455,4093,2202,7546,6316,4194,2192,7599,5963,4112,2072,4516,3073,528,--,4474,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),86742,341014,250988,149679,66570,117348,6623,2899,760,12788,11705,8524,6391,116183,69069,51563,27463,195998,140390,111442,69961,304464,278645,227000,115593,443216,368127,254432,121027,416875,320752,207919,97579,296075,251496,166359,96412,403871,238384,117308,45434,144294,106838,69815,35514,120088,90646,59875,
营业外收入(万元),554,5102,1960,1322,570,11028,1662,1208,562,2775,1089,445,126,1970,838,197,90,2772,1984,587,370,2568,1062,321,106,1995,173,53,14,466,61,33,25,360,67,34,18,629,158,126,2,247,183,4,2,15,2,--,
营业外支出(万元),586,5907,2755,1495,527,2904,1749,1052,306,2523,1447,704,465,3103,2401,1597,490,3698,2610,1923,991,6500,2641,1922,672,10141,3267,2118,775,4460,3138,2521,1387,3021,1075,698,417,1604,848,504,29,1306,317,266,160,1501,766,301,
非流动资产处置损失(万元),--,--,5,3,2,175,50,0,--,228,61,32,10,108,0,--,--,320,--,--,--,157,--,--,--,5550,116,116,--,93,--,6,--,0,--,--,--,385,--,--,--,--,--,--,0,--,--,--,
利润总额(万元),86709,340210,250193,149505,66613,125471,6536,3055,1015,13041,11347,8264,6053,115049,67506,50162,27063,195072,139764,110106,69340,300532,277066,225399,115027,435070,365033,252368,120265,412881,317675,205432,96217,293414,250489,165696,96013,402896,237694,116930,45407,143236,106704,69553,35356,118603,89882,59574,
所得税费用(万元),17320,93614,67781,41694,20200,54471,9772,5849,3919,17201,10345,7539,4059,40313,26184,16324,9870,78466,44377,33187,19880,95554,63358,51459,25536,101108,82576,59608,24287,78616,80275,51907,25065,75342,64179,42803,24913,97599,58966,28852,11370,44080,35237,22957,11595,30970,29519,19517,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),69390,246595,182412,107811,46413,71000,-3236,-2795,-2903,-4160,1001,726,1994,74736,41322,33838,17193,116605,95387,76919,49460,204978,213708,173940,89491,333962,282457,192759,95978,334265,237400,153525,71152,218072,186309,122893,71101,305297,178728,88078,34037,99156,71467,46596,23761,87633,60363,40057,
归属于母公司所有者的净利润(万元),71346,278224,190110,114252,50940,85714,9028,5149,2116,10302,17150,11370,7141,98199,63502,47584,23401,152886,124626,94280,57494,256652,234009,182637,94871,383593,287398,197713,94231,343673,229781,149436,69213,210898,175496,117383,69502,285020,177053,86576,33566,98075,70533,46066,23662,87455,60338,40031,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1956,-31629,-7698,-6441,-4527,-14714,-12263,-7944,-5019,-14462,-16148,-10645,-5148,-23464,-22180,-13746,-6208,-36280,-29239,-17362,-8034,-51673,-20301,-8697,-5380,-49631,-4942,-4954,1748,-9407,7619,4089,1939,7174,10813,5510,1598,20277,1674,1502,471,1081,935,530,99,177,25,27,
基本每股收益,0.24,0.93,0.64,0.38,0.17,0.29,0.03,0.02,0.01,0.03,0.06,0.04,0.03,0.43,0.28,0.21,0.1,0.66,0.54,0.41,0.25,1.12,1.02,0.79,0.41,1.67,1.25,0.86,0.82,2.99,2,1.3,0.6,1.83,1.53,1.02,0.6,2.48,1.54,0.75,0.53,1.53,1.1,0.72,0.37,1.37,0.94,0.87,
稀释每股收益,0.24,0.93,0.64,0.38,0.17,0.29,0.03,0.02,0.01,0.03,0.06,0.04,0.03,0.43,0.28,0.21,0.1,0.66,0.54,0.41,0.25,1.12,1.02,0.79,0.41,1.67,1.25,0.86,0.82,2.99,2,1.3,0.6,1.83,1.53,1.02,--,2.48,1.54,0.75,0.53,1.53,1.1,0.72,0,1.37,0.94,0.87,
