报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),541891,1746968,1238414,746148,337420,1213481,846725,540281,245722,978700,726782,428197,201807,773539,603959,394365,186189,657806,427524,195446,95471,414345,309504,201215,96978,398375,303566,203884,91998,374624,276598,174767,83743,269392,197421,120511,51220,285884,217445,144708,64927,189987,132291,89450,42669,168993,119173,72635,36114,
营业收入(万元),541891,1746968,1238414,746148,337420,1213481,846725,540281,245722,978700,726782,428197,201807,773539,603959,394365,186189,657806,427524,195446,95471,414345,309504,201215,96978,398375,303566,203884,91998,374624,276598,174767,83743,269392,197421,120511,51220,285884,217445,144708,64927,189987,132291,89450,42669,168993,119173,72635,36114,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),490094,1559369,1100974,672427,295375,1193263,838359,534273,244419,966019,713542,414747,195963,772684,587067,385051,182115,642726,418571,196771,97244,421076,313064,201539,97412,400764,303032,203903,91400,368595,269962,170165,81050,265531,195605,122933,55361,286107,213092,141221,64205,184696,128527,86634,41741,161290,114279,69884,35573,
营业成本(万元),426652,1344942,951892,582263,251965,1014989,714888,449233,204674,799079,595536,345686,165833,643835,495813,324837,153621,546865,357225,169020,82840,363089,269932,176642,84999,352613,266779,178793,79378,322762,235356,147345,69261,226504,165543,103656,46500,245917,184494,122864,54736,161735,112477,76497,36492,143588,101126,61785,31806,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),6042,17074,11619,6964,2925,10702,4265,2903,1327,6535,4315,3077,1513,3997,2614,953,358,1279,664,740,388,2354,1831,1077,489,2500,1995,1304,668,2796,1872,1342,915,2307,1538,888,295,1951,1217,784,620,1151,685,437,219,940,762,433,212,
销售费用(万元),23984,69590,48071,30657,14234,59355,40563,26849,12524,50945,33729,22375,9459,36836,26733,17449,7502,28258,17249,8643,4174,17292,12587,7520,3903,15993,11766,7847,3862,15613,11565,7636,3902,12545,9484,5715,2955,10781,8216,5433,2594,7701,5470,3466,1827,6731,4838,3103,1431,
管理费用(万元),18745,62203,38246,24746,12955,49607,34677,22775,11338,44749,31492,20007,9089,35303,25699,16360,7084,29401,19648,8277,3641,15993,11738,7116,2894,13475,9981,6574,2509,12371,8577,5242,2326,9580,6944,4657,1623,7869,5379,3182,1764,5977,3822,2523,1097,5106,3813,2345,1042,
财务费用(万元),19158,61569,45189,24912,10641,54906,40827,29500,12886,62148,45482,20923,8468,49416,34278,23377,12335,36182,21977,9731,5145,19612,15394,8083,3747,15482,11461,7968,3884,14416,11344,7591,3557,13675,11018,7216,3780,17297,13240,8217,3887,7666,5339,3184,1455,4390,3009,1877,783,
