报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),63922,42942,21081,82262,59580,40255,20060,90752,49310,104987,94979,36997,17636,67121,48881,34149,16096,65290,56633,37786,27781,
营业收入(万元),63922,42942,21081,82262,59580,40255,20060,90752,49310,104987,94979,36997,17636,67121,48881,34149,16096,65290,56633,37786,27781,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),57658,37874,18475,70150,51103,34737,17445,79333,42611,87059,80767,30806,15893,57910,42122,29018,13612,54523,45168,31069,25364,
营业成本(万元),48548,32259,15692,59115,42947,29042,14340,66172,35807,73652,67886,25725,13273,47592,34716,24116,11271,45829,38138,25679,20379,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),725,513,265,865,347,224,131,599,321,486,638,257,117,396,273,172,74,319,328,278,181,
销售费用(万元),1715,1080,455,2191,1441,989,392,2589,1343,3366,3234,1472,674,2731,1843,1227,579,2547,1866,1489,1124,
管理费用(万元),6389,3820,1974,7370,5871,4145,2313,8857,4343,7775,7142,2521,1421,4748,3492,2343,1084,4607,3679,2278,2006,
财务费用(万元),270,190,95,552,577,417,284,1275,846,1564,1558,831,407,2339,1798,1161,604,1157,881,1131,1636,
资产减值损失(万元),11,11,-6,57,-81,-81,-15,-159,-49,216,309,--,--,104,--,--,--,64,275,215,38,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,1528,--,--,--,0,0,0,0,8,80,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6264,5068,2605,12113,8477,5518,2616,11419,6699,19456,14212,6191,1743,9211,6759,5132,2484,10775,11546,6716,2417,
营业外收入(万元),236,27,4,178,170,17,1,372,153,504,824,568,43,270,262,216,76,552,336,371,159,
营业外支出(万元),71,70,3,115,49,35,20,318,98,501,149,46,22,109,70,57,34,118,109,91,53,
非流动资产处置损失(万元),68,68,1,15,0,--,--,224,47,358,22,--,--,1,0,--,--,8,4,7,3,
