报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),16596,11525,5918,24078,17454,11726,5582,20694,15160,26635,13544,16934,13362,9620,
营业收入(万元),16596,11525,5918,24078,17454,11726,5582,20694,15160,26635,13544,16934,13362,9620,
利息收入(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),14406,9380,4582,17688,12329,8126,3913,14808,10549,16798,7733,10925,8618,6024,
营业成本(万元),10103,6580,3314,12567,8914,5973,2743,11050,7931,12690,5916,8200,6585,4721,
利息支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),302,223,125,279,216,120,74,250,194,284,124,225,132,94,
销售费用(万元),595,356,170,910,497,326,158,632,453,655,259,401,263,136,
管理费用(万元),3082,2065,900,3844,2426,1516,701,2998,2014,2849,1250,1744,1348,952,
财务费用(万元),88,81,64,-215,-37,-29,76,-116,-59,251,92,269,123,83,
资产减值损失(万元),237,74,9,303,312,221,160,-6,16,69,91,86,166,38,
公允价值变动收益(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),8,8,--,--,--,--,--,--,--,--,--,--,4,--,
对联营企业和合营企业的投资收益(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2198,2154,1336,6390,5126,3599,1670,5885,4611,9837,5811,6009,4748,3595,
营业外收入(万元),440,301,130,257,92,79,62,311,286,14,0,120,7,--,
营业外支出(万元),40,2,--,0,0,--,--,2,2,--,--,--,--,0,
非流动资产处置损失(万元),39,2,--,0,0,--,--,2,2,--,--,--,--,--,
利润总额(万元),2598,2453,1465,6647,5217,3678,1732,6195,4896,9851,5811,6128,4755,3595,
所得税费用(万元),531,437,254,939,803,542,236,968,757,1470,879,940,766,875,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2067,2016,1211,5708,4415,3136,1496,5227,4139,8381,4932,5189,3989,2720,
归属于母公司所有者的净利润(万元),2107,2021,1211,5741,4445,3155,1507,5266,4165,8431,4956,5226,4020,2720,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-40,-5,-1,-33,-30,-19,-11,-39,-26,-49,-24,-37,-31,-0,
基本每股收益,0.26,0.25,0.15,0.96,0.74,0.53,0.25,0.88,0.69,1.41,0.83,0.87,0.68,--,
稀释每股收益,0.26,0.25,0.15,0.96,0.74,0.53,0.25,0.88,0.69,1.41,0.83,0.87,0.68,--,
