报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),262783,231623,166308,453632,305039,265630,184927,379234,259380,220225,164100,354061,223864,197936,158100,329974,213505,188363,131485,302236,222943,204261,129651,275911,194672,179442,126088,286467,182095,162749,104929,240641,166746,152769,171933,126062,200347,165506,
营业收入(万元),262783,231623,166308,453632,305039,265630,184927,379234,259380,220225,164100,354061,223864,197936,158100,329974,213505,188363,131485,302236,222943,204261,129651,275911,194672,179442,126088,286467,182095,162749,104929,240641,166746,152769,171933,126062,200347,165506,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),271674,233014,164683,448743,293086,236305,156958,355570,229624,182204,136814,337897,207638,170569,136037,318482,197562,165883,116018,273959,193993,169283,107711,249422,172323,150531,106067,251170,157788,135097,86557,206873,140074,124856,149038,107388,178378,152381,
营业成本(万元),221352,192579,129549,338167,222447,188824,128392,270043,183943,151951,111204,273076,173959,151265,117726,265774,169808,147661,100216,231958,166358,150579,93343,214477,154050,139392,97213,222102,141503,125145,78656,174970,120236,108666,121060,87435,155967,133408,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),7276,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),2781,1900,706,4052,3370,1835,758,3355,2283,1352,471,3683,3901,2305,352,3333,1639,784,179,2004,1886,836,212,1875,1813,1513,236,1545,1192,981,312,1480,1428,767,1462,1285,1094,268,
销售费用(万元),26046,19665,9725,44757,32357,23254,11579,37280,27096,19443,11840,32107,20166,14071,8393,26673,17835,12903,8647,26205,20860,15246,8292,22043,14804,11161,6881,19535,13615,10376,5746,16791,11774,9793,12703,9760,14166,11557,
管理费用(万元),17576,17346,7864,32145,22170,15010,7614,32030,24056,15010,9844,29031,19556,12286,6257,22391,16208,10437,5553,19660,15055,9803,4864,17851,12931,8233,3994,15182,11365,6944,3459,12285,9062,6500,10668,8474,10824,5920,
财务费用(万元),5044,5837,12644,25099,18836,9676,2136,-5864,-1882,-1245,317,-3091,-2971,-3790,-49,-4956,-4501,-3949,-2439,-6137,-4631,-3643,-1150,-8089,-6460,-5895,-2431,-9368,-6543,-5654,-2010,-472,-76,7,4196,4500,-6663,952,
资产减值损失(万元),-8401,-4312,4194,4523,-6093,-2295,6479,18726,-5873,-4306,3137,3090,-6973,-5568,3358,5266,-3425,-1952,3863,269,-5535,-3537,2151,1265,-4815,-3873,174,2174,-3345,-2695,394,1819,-2350,-877,-1051,-4065,2989,276,
公允价值变动收益(万元),-8629,-8183,-3415,3695,7065,2088,2226,1303,2590,219,2781,-5416,-7206,8807,232,697,522,-3207,-3510,-427,72,-118,--,--,--,38,13,--,--,--,--,-20,-20,-20,20,--,57,-63,
投资收益(万元),8510,8647,7844,-1065,-867,-1119,-1398,-8184,-8066,-5394,-5993,52911,41007,23554,7672,35630,5024,3966,2197,5497,3546,1393,788,259,239,162,47,68,45,45,45,49,49,49,-1008,-1177,-18,1921,
对联营企业和合营企业的投资收益(万元),6640,6490,34,-172,-3,-2,14,-48,-38,-47,-39,3,13,8,-25,-126,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业利润(万元),-8691,-814,6141,9978,20140,32086,28796,16783,24281,32846,24074,63661,50027,59728,29966,47819,21489,23238,14154,33347,32569,36254,22729,26749,22588,29112,20082,35365,24352,27697,18417,33797,26701,27942,21907,17497,22008,14983,
营业外收入(万元),59,57,55,290,115,71,1764,1154,851,347,89,590,463,286,174,1083,630,232,49,4165,4056,3541,67,916,854,242,212,1603,1433,324,98,266,172,159,1242,1225,515,303,
营业外支出(万元),179,106,53,1419,1020,675,74,619,493,427,340,820,389,291,193,3164,710,624,161,2000,1915,1724,131,590,383,304,154,593,346,300,195,544,418,379,570,436,625,336,
非流动资产处置损失(万元),--,--,--,--,187,88,66,204,171,146,134,202,48,39,4,108,30,12,1,109,153,1,0,52,47,46,20,66,48,16,--,105,94,91,68,27,17,21,
利润总额(万元),-8811,-863,6144,8849,19236,31481,30486,17318,24638,32766,23824,63431,50101,59724,29948,45739,21409,22847,14041,35512,34710,38070,22664,27075,23060,29050,20139,36375,25439,27722,18320,33519,26455,27722,22580,18286,21897,14950,
