报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),47379,343712,269287,211705,67788,279413,188176,129949,40278,190227,86686,40591,23464,68015,48927,34355,18188,64072,43672,31774,17019,45369,27896,20795,15506,60435,45835,60206,39579,28497,
营业收入(万元),47379,343712,269287,211705,67788,279413,188176,129949,40278,190227,86686,40591,23464,68015,48927,34355,18188,64072,43672,31774,17019,45369,27896,20795,15506,60435,45835,60206,39579,28497,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),45255,302914,237804,185678,56558,243577,164872,116533,35172,175731,81326,41429,23064,69909,49718,33552,16571,62258,42777,30625,15379,45265,28239,20823,13993,52811,38204,52919,36282,26026,
营业成本(万元),32810,251584,200561,160412,46067,202556,143293,103202,25832,143032,63319,29848,17574,51441,37170,25764,13741,48266,33153,24342,12800,34050,20796,15440,11357,41796,31986,44044,31507,22765,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,241,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),254,1492,1200,874,508,557,-3506,-3085,219,801,277,51,21,145,130,114,87,282,206,200,--,149,129,103,54,161,136,113,52,29,
销售费用(万元),3628,12501,10711,6588,3711,10699,8675,6031,3393,10350,7321,4971,2541,7880,5734,3482,1169,4185,3388,2151,1082,2700,1988,1401,837,4434,2884,3884,2674,1415,
管理费用(万元),3851,18012,12413,8836,3810,14689,8603,5137,2639,11779,8007,5212,2638,9166,6450,4056,1602,7832,5287,3402,1172,6949,4473,3048,1240,5265,2457,4247,1803,1474,
财务费用(万元),4688,14471,10394,6096,2418,9559,7478,5196,3068,4845,2188,1122,279,1014,235,135,-29,901,743,529,84,885,852,831,505,1018,699,651,182,355,
资产减值损失(万元),23,4853,2525,2872,45,5518,329,51,21,4925,215,224,11,263,--,--,--,792,--,--,--,531,--,--,--,137,42,-20,65,-13,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,34,--,--,--,--,--,--,--,-143,-145,--,--,642,639,639,--,--,--,--,--,--,--,--,--,--,--,21,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3515,41476,31483,26027,11230,35836,23304,13416,5106,14352,5215,-838,400,-1252,-152,1443,1617,1814,895,1149,1640,104,-343,-27,1513,7624,7631,7308,3297,2470,
