报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),36140,151096,114446,70269,33879,122469,88208,53232,24115,118329,91381,57051,26465,111736,84390,49831,23634,116568,90865,55733,24693,105562,80385,49272,105116,104257,75248,
营业收入(万元),36140,151096,114446,70269,33879,122469,88208,53232,24115,118329,91381,57051,26465,111736,84390,49831,23634,116568,90865,55733,24693,105562,80385,49272,105116,104257,75248,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),24890,111819,76758,49147,24006,102248,69376,41305,19077,100023,74484,47067,22781,94224,67174,40979,20893,93352,70090,45635,20880,87666,62230,38607,80269,79341,51653,
营业成本(万元),25989,101194,71971,46257,22050,85187,61219,36327,17178,88262,66552,43021,20525,85745,61310,37543,18905,84306,63375,40962,18731,75095,52644,32619,66686,66537,43375,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),240,969,760,446,215,930,663,394,199,339,167,89,37,188,153,80,32,2445,2410,1905,844,3613,2752,1687,3605,3500,2506,
销售费用(万元),537,2826,1840,1161,555,2138,1292,778,379,1676,1208,740,550,1601,1185,742,432,1470,1068,739,354,985,715,491,1096,1066,543,
管理费用(万元),1076,6723,3276,1876,912,5650,3191,1653,802,4594,2906,1855,956,5084,3229,1936,1066,4073,2426,1488,669,3676,2120,1221,2847,2763,1853,
财务费用(万元),-2976,-1855,-1409,-597,270,4820,2971,2128,502,5144,3640,1357,703,1608,1285,677,461,1053,798,533,274,4299,4002,2580,6033,5759,3167,
资产减值损失(万元),24,1962,320,3,4,3522,40,25,17,8,12,6,9,-3,12,-0,-1,6,12,8,8,-2,-4,10,1,-284,209,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),221,511,-21,197,77,66,12,-19,-17,-574,-609,-515,-350,-1017,-564,-87,-44,8,29,22,-13,96,74,49,74,-163,--,
对联营企业和合营企业的投资收益(万元),-178,127,-21,197,77,66,12,-19,-17,-574,-609,-515,-350,-1017,-564,-87,-44,8,29,22,--,96,74,49,74,-163,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),21562,51415,49092,32621,9949,20287,18845,11907,5021,17731,16289,9468,3335,16494,16651,8764,2697,23223,20804,10119,3799,17992,18228,10714,24922,24753,23595,
营业外收入(万元),18,517,616,472,11138,12796,12228,12136,11970,6787,5435,4795,4739,11062,11031,9300,4649,7957,7867,7852,2382,10291,9351,9477,12125,4440,224,
营业外支出(万元),2,40,4,4,0,17,4,1,--,16,14,14,0,7,7,3,3,0,0,0,0,10,10,0,--,53,1,
非流动资产处置损失(万元),--,--,0,0,0,3,0,--,--,--,--,--,--,3,3,3,3,--,--,--,--,0,0,0,--,5,1,
利润总额(万元),21577,51892,49704,33089,21087,33066,31068,24042,16991,24502,21709,14249,8073,27549,27675,18061,7343,31180,28671,17971,6181,28273,27569,20191,37046,29140,23818,
所得税费用(万元),4848,13645,12286,8461,5690,10446,8412,6311,4387,7407,6283,3915,2300,7692,7097,4579,1870,7841,7162,4494,1549,7084,6874,5035,9271,7570,5918,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),16729,38247,37418,24628,15397,22620,22657,17730,12605,17095,15426,10334,5773,19857,20578,13482,5473,23339,21509,13477,4632,21189,20695,15155,27775,21570,17900,
归属于母公司所有者的净利润(万元),15536,36267,35827,23825,14973,22244,22548,17718,12601,17083,15428,10334,5773,19901,20622,13527,5504,23354,21511,13486,4632,21189,20695,15155,27775,21570,17900,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1193,1979,1591,803,424,376,108,12,3,13,-2,--,--,-44,-44,-45,-30,-15,-2,-9,--,--,--,--,--,--,--,
基本每股收益,0.32,0.75,0.74,0.49,0.31,0.46,0.47,0.37,0.26,0.35,0.32,0.21,0.12,0.41,0.43,0.28,0.11,0.49,0.45,0.28,0.1,0.51,0.53,0.4,0.73,0.57,0.47,
稀释每股收益,0.32,0.75,0.74,0.49,0.31,0.46,0.47,0.37,0.26,0.35,0.32,0.21,0.12,0.41,0.43,0.28,0.11,0.49,0.45,0.28,0.1,0.51,0.53,0.4,0.73,0.57,0.47,
