报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),64735,224531,152976,105020,44409,183282,134354,95449,40244,182081,133988,94608,40119,180898,132332,92841,39542,156867,117410,80634,35736,127085,97049,65472,29719,100115,72380,49423,23097,75543,55102,37601,18387,67631,49266,17196,63091,41478,
营业收入(万元),64735,224531,152976,105020,44409,183282,134354,95449,40244,182081,133988,94608,40119,180898,132332,92841,39542,156867,117410,80634,35736,127085,97049,65472,29719,100115,72380,49423,23097,75543,55102,37601,18387,67631,49266,17196,63091,41478,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),56676,197928,133569,90450,38762,166048,118919,82621,35336,155283,113183,79201,34344,153579,111002,78383,33758,134197,99714,68279,30577,109697,82817,56176,25615,89096,63705,43597,19703,64617,46373,31905,15375,56002,40184,14489,53275,36928,
营业成本(万元),46546,164519,109300,73832,31109,139636,99850,69890,29363,133338,96251,67489,28901,130223,94055,66205,28334,115207,85647,59107,26617,95738,73580,50195,23069,78460,55870,38012,16890,53769,38964,26418,12312,44978,32898,11973,42870,30281,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),336,1510,1211,936,199,672,127,55,15,117,87,60,0,141,141,141,10,158,117,69,1,6,4,1,1,15,14,12,12,135,109,92,80,115,82,36,91,29,
销售费用(万元),2148,8664,5826,3812,1775,7248,4695,2934,1410,5543,3593,2418,971,5375,3696,2473,950,5174,3677,2449,937,5214,3747,2432,1083,4394,3042,1959,868,3716,2172,1599,679,3732,1947,592,3421,2630,
管理费用(万元),5539,20582,14450,9416,4410,16521,12209,8060,3551,14904,11800,7816,3544,15972,11607,7985,3661,13812,10018,6139,2625,10772,7185,4670,1886,8018,6117,4259,1941,7818,4862,3408,1950,6017,4498,1438,5229,2958,
财务费用(万元),1071,3347,2620,1676,812,1745,1322,736,484,462,406,648,571,1229,589,473,85,-328,-438,-241,-87,-1808,-1679,-1201,-593,-2006,-1373,-940,-366,-1194,72,73,249,944,749,243,1519,1024,
资产减值损失(万元),1037,-695,162,778,457,226,716,946,513,918,1045,770,357,639,915,1107,718,174,693,756,484,-224,-19,77,169,215,35,294,357,373,194,316,105,216,10,207,145,6,
公允价值变动收益(万元),51,28,4,5,3,21,16,15,15,2,74,39,50,-89,-57,-67,-69,-249,-292,-309,-83,80,-31,-219,-85,227,-8,1,3,-42,-41,-44,-17,50,30,13,-116,101,
投资收益(万元),152,417,467,261,103,210,135,124,52,537,418,333,126,52,-58,-17,15,470,460,445,118,202,171,168,78,12,12,10,9,16,16,16,0,13,12,4,13,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业利润(万元),8470,28010,20536,15225,5753,17465,15586,12966,4975,27337,21298,15779,5951,27282,21215,14374,5729,22892,17864,12491,5194,17671,14372,9245,4098,11259,8679,5837,3406,10901,8703,5668,2996,11692,9124,2724,9713,4661,
营业外收入(万元),37,58,42,19,163,2132,1137,497,202,1027,878,691,207,1259,608,394,155,656,549,421,186,1723,1594,509,273,2111,1966,1771,116,1665,1386,1089,268,482,289,34,820,335,
营业外支出(万元),800,1725,1339,999,666,1466,1311,987,629,1871,1125,912,633,1311,1206,1005,534,1458,1124,947,571,1080,703,493,269,411,380,165,63,348,276,143,252,476,389,59,314,318,
非流动资产处置损失(万元),--,--,497,254,0,700,549,300,16,915,274,205,0,481,421,415,104,346,254,175,77,424,161,129,42,113,85,78,17,60,23,10,0,270,216,0,87,88,
利润总额(万元),7707,26343,19239,14244,5249,18131,15412,12477,4548,26493,21051,15558,5525,27230,20617,13763,5351,22090,17288,11965,4808,18314,15262,9261,4101,12958,10265,7443,3459,12217,9813,6614,3012,11698,9024,2700,10219,4678,
所得税费用(万元),1080,3577,2899,2186,815,1989,1970,1769,719,2930,2686,2498,861,4011,3059,1954,772,3063,2733,1867,676,2546,2454,1427,596,1613,1415,1079,477,1553,1247,831,377,1585,1225,280,702,96,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
净利润(万元),6627,22766,16340,12058,4434,16142,13442,10708,3829,23562,18365,13060,4663,23220,17558,11809,4579,19027,14555,10098,4132,15767,12808,7834,3505,11344,8850,6364,2982,10665,8566,5783,2635,10113,7799,2419,9517,4582,
归属于母公司所有者的净利润(万元),6645,22790,16381,12089,4466,16265,13510,10749,3862,23756,18492,13150,4726,23417,17709,11929,4659,19255,14723,10234,4208,15952,12880,7850,3500,11344,8850,6364,2982,10665,8566,5783,2635,10113,7799,2419,9517,4582,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
少数股东损益(万元),-18,-24,-41,-31,-32,-123,-68,-41,-33,-194,-128,-90,-62,-197,-151,-120,-80,-227,-168,-137,-76,-184,-73,-16,5,--,--,--,--,--,--,--,0,0,--,0,0,0,
基本每股收益,0.18,0.63,0.46,0.34,0.12,0.45,0.38,0.3,0.12,0.69,0.54,0.39,0.15,0.74,0.56,0.38,0.22,0.93,0.71,0.5,0.2,0.78,0.63,0.38,0.17,0.55,0.43,0.31,0.19,0.74,0.58,0.7,0.36,1.37,0.66,0.33,1.29,0.62,
稀释每股收益,0.18,0.63,0.46,0.34,0.12,0.45,0.38,0.3,0.12,0.69,0.54,0.39,0.15,0.74,0.56,0.38,0.22,0.93,0.71,0.5,0.2,0.78,0.63,0.38,0.17,0.55,0.43,0.31,0.19,0.74,0.58,0.7,0.36,1.37,0.66,0.33,1.29,0.62,
