报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),127735,82175,36557,128505,85373,59158,28059,102398,68578,72314,32165,41140,32654,33104,
营业收入(万元),127735,82175,36557,128505,85373,59158,28059,102398,68578,72314,32165,41140,32654,33104,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),108624,68630,29563,105257,69523,47731,22247,86497,58851,65206,28881,39104,32502,31229,
营业成本(万元),78198,49884,22071,79470,53188,37028,17290,69216,47488,50365,22567,29958,23938,24422,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),271,202,71,244,122,87,40,121,66,34,11,16,34,40,
销售费用(万元),17057,10519,4621,17458,10103,6715,2824,10698,6665,7829,3045,5052,4699,2840,
管理费用(万元),10788,6779,2427,10026,6778,4404,2034,7714,5404,6752,3060,3801,3562,3742,
财务费用(万元),2146,1185,366,-2120,-686,-526,59,-1257,-828,19,-33,262,67,119,
资产减值损失(万元),164,61,7,180,18,24,-0,5,56,207,231,15,202,67,
公允价值变动收益(万元),-339,-53,--,50,37,50,50,-8,41,-447,-352,348,19,40,
投资收益(万元),-86,-85,0,-6,-44,-48,-69,168,144,273,103,177,11,44,
对联营企业和合营企业的投资收益(万元),-16,-16,--,-37,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18708,13420,6994,23292,15843,11429,5793,16060,9912,6934,3034,2561,182,1960,
营业外收入(万元),473,231,68,1013,447,335,67,600,229,369,43,389,522,203,
营业外支出(万元),60,28,9,52,50,39,5,35,22,163,14,7,19,6,
非流动资产处置损失(万元),5,5,1,22,18,17,2,1,0,5,0,1,2,1,
利润总额(万元),19121,13623,7053,24254,16240,11725,5855,16626,10120,7141,3063,2943,684,2157,
所得税费用(万元),2731,1983,1282,3353,2125,1584,847,2249,1385,934,500,335,-22,282,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),16390,11640,5771,20901,14116,10140,5008,14377,8735,6207,2562,2608,706,1875,
归属于母公司所有者的净利润(万元),15501,11126,5490,20665,13992,10045,4959,14270,8678,6158,2527,2583,676,1856,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),889,515,281,236,124,96,49,107,57,49,35,26,30,19,
基本每股收益,1.12,1.66,0.86,3.94,2.67,1.91,0.94,2.72,1.65,1.2,0.51,0.52,--,--,
稀释每股收益,1.12,1.66,0.86,3.94,2.67,1.91,0.94,2.72,1.65,1.2,0.51,0.52,--,--,
