报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),68889,400638,248975,157602,61245,262809,143248,89283,32660,146269,91018,57076,21261,104630,72495,50205,26146,102267,72244,43942,--,63823,43334,27220,10087,50372,34133,46284,34253,24178,12323,36308,25290,30497,--,--,
营业收入(万元),68889,400638,248975,157602,61245,262809,143248,89283,32660,146269,91018,57076,21261,104630,72495,50205,26146,102267,72244,43942,--,63823,43228,27119,10024,50372,34029,46284,34107,24178,12323,36308,24876,30497,31166,26050,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,106,101,63,--,103,--,147,--,0,--,414,--,--,--,
营业总成本(万元),63116,372441,226228,144316,57229,249545,134921,85011,31538,133925,83889,53503,20537,97260,67880,46850,24726,95572,66742,40299,--,56997,38442,24214,8999,44299,29707,40941,30821,21877,10898,32310,20900,27535,6839,6543,
营业成本(万元),50775,312372,188534,120195,46447,197416,102628,64091,22412,98164,60410,37705,13535,74408,52231,36587,19520,75236,52237,31299,--,39200,26579,16189,5653,31263,20822,30086,23427,16889,8597,22413,13795,18847,21577,16857,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
研发费用(万元),953,6179,3708,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,6,4,--,4,--,7,--,0,--,3,--,--,--,
营业税金及附加(万元),619,2887,2019,1245,633,2517,1705,1035,521,1618,728,470,218,1380,818,544,334,1126,675,327,--,518,242,176,31,293,207,401,269,195,72,145,81,198,--,--,
销售费用(万元),2117,11416,8257,4948,2176,10314,6917,4356,2043,7433,3840,2547,1398,3601,2349,1597,825,2851,1856,1172,--,2562,1673,1096,423,2182,1394,1864,1302,898,297,1906,1358,1484,1106,1210,
管理费用(万元),3304,13932,9684,9004,3903,19209,12542,8490,3392,15747,9985,7047,2901,7989,5625,3617,1742,6305,4775,3065,--,5623,3601,2631,1042,5093,3375,4240,3079,2136,1111,4687,3511,4267,3284,3009,
财务费用(万元),5577,19149,12701,8347,4089,14778,10371,6577,3102,10299,7726,5265,2464,8967,6811,4525,2332,9416,7055,4446,--,9036,6260,4040,1846,5287,3877,4276,2769,1790,821,2952,2152,2546,2449,2323,
资产减值损失(万元),--,6505,1326,576,-19,5311,757,462,69,664,1200,469,22,915,46,-19,-26,638,143,-11,--,57,76,76,--,180,28,73,-32,-32,0,206,--,193,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
投资收益(万元),381,1916,1201,1031,351,779,171,199,106,726,456,209,114,203,38,39,--,185,104,37,--,124,139,94,108,515,574,-22,66,66,0,41,--,33,-23,72,
对联营企业和合营企业的投资收益(万元),293,1289,914,668,351,253,-61,43,23,88,14,-64,--,9,--,--,--,102,22,--,--,-121,--,--,--,-258,--,-22,--,--,0,41,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,63,260,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,108,65,
营业利润(万元),7657,36839,28736,17481,5903,20858,12836,7316,1228,13071,7585,3781,838,7573,4654,3394,1420,6880,5607,3681,--,6950,5031,3100,1196,6588,5000,5322,3498,2368,1425,4039,4390,2995,2714,2533,
营业外收入(万元),28,23,244,147,99,3360,669,623,1651,4800,3197,2078,913,3043,1143,46,12,222,61,39,--,173,15,15,3,2390,203,1428,1009,1029,119,1362,345,319,5,112,
营业外支出(万元),6,86,13,7,4,164,165,81,78,105,82,6,1,132,71,71,0,51,81,79,--,57,56,3,6,475,45,34,33,2,61,12,3,14,29,1,
非流动资产处置损失(万元),--,--,--,--,4,--,5,0,0,27,4,--,--,2,--,1,0,0,33,30,--,3,--,--,--,430,--,3,--,--,0,--,--,--,--,--,
利润总额(万元),7680,36776,28966,17621,5998,24055,13339,7858,2801,17766,10699,5854,1750,10484,5726,3370,1431,7051,5587,3641,--,7066,4990,3112,1194,8503,5157,6716,4474,3395,1483,5390,4732,3300,2730,2976,
所得税费用(万元),1340,5702,4571,2762,970,3273,2314,1312,496,3065,2209,1388,777,2338,1385,996,478,1750,1261,782,--,1156,757,462,339,843,706,1060,750,556,254,611,423,340,315,804,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
净利润(万元),6339,31074,24395,14859,5028,20782,11025,6547,2305,14701,8490,4465,973,8146,4341,2374,953,5302,4326,2858,--,5909,4233,2650,855,7660,4451,5656,3724,2839,1229,4778,4308,2959,2414,2171,
归属于母公司所有者的净利润(万元),5945,28080,22823,13908,4538,19417,10024,6063,2153,12982,7817,4368,1056,7497,4249,2327,929,5200,4232,2799,904,5773,4164,2605,844,7612,4424,5697,3772,2860,1230,4731,4301,2821,2391,1840,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
少数股东损益(万元),395,2994,1572,951,490,1364,1001,484,151,1719,673,98,-83,649,92,47,24,102,94,59,--,137,69,46,11,47,28,-41,-47,-21,-1,47,7,139,23,331,
基本每股收益,0.11,0.52,0.42,0.26,0.15,0.65,0.33,0.2,0.07,0.41,0.27,0.15,0.04,0.26,0.16,0.09,0.11,0.69,0.6,0.42,--,0.87,--,--,--,1.15,--,0.86,--,--,0,0.71,--,--,--,--,
稀释每股收益,0.11,0.49,0.39,0.25,0.15,0.64,0.33,0.2,0.07,0.4,0.27,0.15,0.04,0.26,0.16,0.09,0.11,0.69,0.6,0.42,--,0.87,--,--,--,1.15,--,0.86,--,--,0,0.71,--,--,--,--,
