报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),198673,133401,84033,33409,154739,88339,51190,19725,116600,79598,50867,22063,101354,70185,45543,21748,107947,71002,47128,19277,72977,49608,29624,12999,62373,41528,26456,15544,
营业收入(万元),198673,133401,84033,33409,154739,88339,51190,19725,116600,79598,50867,22063,101354,70185,45543,21748,107947,71002,47128,19277,72977,49608,29624,12999,62373,41528,26456,15544,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),172529,114801,73302,31295,145040,83828,48677,18907,99601,68590,43412,18942,87718,61115,40594,18629,90505,58651,38312,16181,60115,40075,24154,10624,50827,35103,21117,13629,
营业成本(万元),122879,83898,53788,21244,98583,55884,32656,12493,76089,52492,33596,13826,67990,46919,31012,14680,71700,46701,30657,12709,46895,31170,18618,8048,39649,27751,16213,10657,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),8920,5045,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1370,892,575,341,886,665,498,285,609,460,404,207,619,483,404,297,835,585,394,247,426,361,155,88,472,307,69,37,
销售费用(万元),27326,18797,11443,4608,17694,12258,7078,2416,11846,8549,5393,2548,10204,7448,4647,1781,9943,6418,4043,1686,6483,4441,2711,1198,5335,3387,2625,1501,
管理费用(万元),11818,8016,7698,3626,19000,11201,7058,3441,12982,8962,5470,2264,10729,8065,5234,2475,8264,5628,3441,1563,5645,3917,2442,1138,4875,3568,2045,1419,
财务费用(万元),-2787,-3084,-760,1590,3525,2623,1457,477,-3672,-1673,-1276,95,-2612,-1762,-552,-314,-646,-544,-465,-157,239,203,159,96,-131,-157,26,5,
资产减值损失(万元),3002,1237,558,-115,5351,1198,-70,-205,1748,-201,-175,3,788,-38,-152,-290,409,-136,242,133,428,-17,68,56,626,246,139,10,
公允价值变动收益(万元),--,--,--,--,0,-126,-126,--,82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),148,94,69,28,109,113,48,13,166,154,39,31,739,645,503,321,384,290,172,88,5,--,--,--,--,--,6,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),27372,19914,11578,2631,11204,4928,2866,831,17247,11163,7494,3152,14375,9715,5452,3440,17826,12641,8989,3184,12867,9533,5471,2375,11546,6425,5346,1915,
营业外收入(万元),23,257,244,7,586,729,613,561,1026,395,120,3,663,298,227,192,458,297,114,91,492,337,182,49,163,109,106,45,
营业外支出(万元),66,59,55,5,25,22,17,10,375,61,26,23,379,238,215,12,47,2,2,0,3,3,3,1,1,19,174,41,
非流动资产处置损失(万元),--,--,--,--,--,8,7,--,253,--,20,--,92,--,15,--,46,--,--,0,3,--,3,1,1,1,0,--,
利润总额(万元),27330,20112,11767,2633,11765,5635,3462,1382,17899,11497,7588,3131,14659,9775,5465,3619,18236,12936,9101,3274,13356,9867,5649,2422,11708,6516,5277,1919,
所得税费用(万元),3809,2564,1540,520,1334,227,105,143,2554,1792,1456,766,1914,1511,914,535,2352,1951,1342,449,1925,1525,811,322,1589,724,553,194,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),23521,17548,10227,2113,10432,5408,3357,1239,15344,9705,6132,2365,12745,8264,4551,3084,15884,10985,7759,2825,11431,8342,4838,2100,10118,5792,4724,1725,
归属于母公司所有者的净利润(万元),24062,17705,10338,2214,10600,5556,3457,1284,15135,9655,6076,2250,12553,8176,4416,3018,15884,10985,7759,2825,11431,8342,4838,2100,10118,5792,4724,1725,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-542,-157,-112,-100,-169,-148,-100,-46,209,50,55,115,192,89,135,66,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.76,0.56,0.33,0.07,0.33,0.17,0.11,0.04,0.48,0.3,0.19,0.14,0.8,0.51,0.28,0.39,2.28,1.65,1.23,0.45,1.81,1.32,0.77,0.33,1.6,0.92,0.79,--,
稀释每股收益,0.75,0.56,0.32,0.07,0.33,0.17,0.11,0.04,0.48,0.3,0.19,0.14,0.8,0.51,0.28,0.39,2.28,1.65,1.23,0.45,1.81,1.32,0.77,0.33,1.6,0.92,0.79,--,
