报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),25841,15624,34303,20998,43521,48273,32717,
营业收入(万元),25841,15624,34303,20998,43521,48273,32717,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),21908,13373,29809,19494,34667,39823,27841,
营业成本(万元),14288,8666,18458,11809,22755,25518,19465,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),220,118,271,153,333,333,291,
销售费用(万元),2461,1569,3560,2353,3550,4373,2771,
管理费用(万元),4272,2736,6816,4748,7472,8631,4453,
财务费用(万元),-37,-8,-49,-68,77,124,193,
资产减值损失(万元),704,292,754,498,480,845,669,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,281,--,-58,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),4306,2509,4494,1504,9135,8450,4818,
营业外收入(万元),258,247,1126,1118,1500,1345,672,
营业外支出(万元),17,16,43,42,7,22,141,
非流动资产处置损失(万元),--,1,35,--,4,6,65,
利润总额(万元),4547,2740,5577,2580,10628,9773,5350,
所得税费用(万元),756,484,705,200,1524,1720,883,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),3790,2256,4872,2380,9104,8053,4467,
归属于母公司所有者的净利润(万元),3791,2257,4873,2380,9116,7861,4520,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-1,-1,-1,-1,-12,192,-53,
基本每股收益,0.38,0.23,0.49,0.24,0.91,0.79,0.46,
稀释每股收益,0.38,0.23,0.49,0.24,0.91,0.79,0.46,
