报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),48295,208587,147900,83569,55402,227728,167139,127668,84386,225193,128940,85322,52108,76685,14841,83,42,1062,148,100,31,5348,4154,4027,87,12042,8343,6628,1734,387,14,13,0,23,664,436,216,5812,4599,4297,3042,8736,6294,4556,2001,20541,13914,5857,2116,13330,8486,4504,1337,
营业收入(万元),48295,208587,147900,83569,55402,227728,167139,127668,84386,225193,128940,85322,52108,76685,14841,83,42,1062,148,100,31,5348,4154,4027,87,12042,8343,6628,1734,387,14,13,0,23,664,436,216,5812,4599,4297,3042,8736,6294,4556,2001,20541,13914,5857,2116,13330,8486,4504,1337,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
营业总成本(万元),47919,283796,148683,85249,47824,175912,123921,87142,56008,159153,85039,55176,29479,59507,9405,922,751,5697,1999,1415,507,9045,5878,5021,609,14073,9492,7283,2107,2733,-1,1159,594,4978,1609,1168,685,9476,4898,4391,3570,8858,6156,4403,1950,17767,11412,3630,-236,10772,8599,5151,1849,
营业成本(万元),35415,198528,113959,64794,35652,135585,95970,69390,46435,126226,62259,40434,22083,43665,3708,27,11,884,19,9,6,4745,3902,3771,86,11171,7747,6159,1523,309,0,0,0,0,243,179,147,5049,3787,3598,3095,7368,5163,3735,1635,18983,13058,5530,1972,10853,6981,3696,1085,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
