报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),40930,26500,10901,53613,38070,22610,7958,54856,57039,48417,35517,
营业收入(万元),40930,26500,10901,53613,38070,22610,7958,54856,57039,48417,35517,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),37397,24188,10041,48764,34789,20752,7474,50380,52171,43883,33329,
营业成本(万元),33268,21551,8909,43775,31250,18529,6582,45169,47463,40198,30626,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),182,134,55,229,110,69,14,158,139,81,55,
销售费用(万元),1076,704,288,1519,1044,624,227,1070,657,481,353,
管理费用(万元),2593,1591,700,3012,2177,1361,609,3502,2972,2551,1869,
财务费用(万元),66,55,25,160,100,59,18,357,596,447,226,
资产减值损失(万元),212,153,63,69,108,111,22,124,344,126,200,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3676,2455,860,4849,3281,1858,484,4476,4867,4534,2188,
营业外收入(万元),430,66,195,620,548,511,492,287,323,85,555,
营业外支出(万元),4,0,0,31,5,5,--,21,142,10,15,
非流动资产处置损失(万元),--,--,--,5,--,--,--,11,135,--,2,
利润总额(万元),4102,2521,1056,5438,3824,2363,976,4742,5049,4609,2728,
所得税费用(万元),451,297,174,707,516,296,158,572,707,695,714,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3650,2224,882,4731,3308,2067,818,4170,4342,3915,2014,
归属于母公司所有者的净利润(万元),3650,2224,882,4731,3308,2067,818,4170,4342,3915,2014,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.25,0.15,0.08,0.44,0.31,0.19,0.08,0.39,0.42,0.39,0.2,
稀释每股收益,0.25,0.15,--,0.44,0.31,0.19,--,0.39,0.42,0.39,0.2,
