报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),28148,19967,11323,27865,25108,14179,6328,24209,16472,8587,3510,16615,12923,8679,3895,22171,17332,11406,4673,22011,16786,11023,5088,26967,21794,15473,6750,32294,23935,15613,6017,26742,18952,12255,4442,21132,15879,10998,19806,15998,16806,11681,
营业收入(万元),28148,19967,11323,27865,25108,14179,6328,24209,16472,8587,3510,16615,12923,8679,3895,22171,17332,11406,4673,22011,16786,11023,5088,26967,21794,15473,6750,32294,23935,15613,6017,26742,18952,12255,4442,21132,15879,10998,19806,15998,16806,11681,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),20252,14873,8854,26617,19452,11225,4948,20123,13307,7627,2911,13889,11040,7033,3179,17546,13619,8907,3775,17613,13082,8410,4042,20248,16029,10992,4984,21688,15938,10079,4279,17212,12352,7697,3344,15818,11994,8428,15664,12843,13942,9743,
营业成本(万元),17036,12878,7640,17700,15682,8784,3809,15786,10779,6094,2470,11395,8691,5767,2388,15125,11646,7714,3050,14538,10868,7093,3279,17749,14078,9875,4289,19904,14664,9435,3771,15407,11192,7150,2724,13529,10444,7329,13481,10936,12603,8099,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),494,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),277,178,83,414,305,179,83,319,115,75,35,124,95,58,22,176,132,81,30,182,143,89,40,141,104,56,29,70,40,30,13,27,--,--,--,0,0,0,0,0,0,0,
销售费用(万元),867,643,314,1521,908,704,318,1166,776,499,165,915,668,477,195,919,674,495,259,1141,795,560,263,1037,775,527,285,937,704,505,262,784,560,397,240,684,462,333,576,556,533,470,
管理费用(万元),1908,1536,765,3613,2638,1746,835,4267,2620,1700,654,3182,2286,1537,604,3092,1914,1339,527,3013,1846,1249,563,2845,1839,1235,524,2212,1239,797,329,2262,1048,698,341,1693,1122,797,1505,1364,910,1252,
财务费用(万元),-618,-502,-89,-702,-488,-383,-249,-1343,-1068,-774,-449,-1884,-1032,-957,-95,-1759,-930,-862,-182,-1368,-780,-729,-226,-1543,-918,-833,-193,-1492,-808,-762,-178,-1307,-691,-638,-38,-120,-89,-85,-42,-12,-127,-96,
资产减值损失(万元),288,140,141,4072,406,196,151,-72,86,34,36,156,333,151,65,-7,182,140,90,107,209,148,124,19,151,133,50,59,99,73,81,39,243,91,77,32,54,54,144,0,23,18,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),305,103,3,230,53,--,--,221,221,221,42,65,10,10,10,--,--,--,--,2,--,--,--,2,--,--,--,1,1,--,--,1,1,--,--,-8,-8,-11,25,14,223,7,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-12,0,-12,9,0,-4,5,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业利润(万元),8223,5212,2478,1644,5709,2954,1380,4307,3386,1181,641,2792,1892,1656,725,4625,3713,2500,898,4401,3705,2613,1046,6721,5765,4482,1766,10607,7999,5533,1738,9531,6601,4558,1098,5307,3877,2558,4167,3170,3087,1945,
营业外收入(万元),56,12,6,5064,121,57,43,241,68,51,38,497,267,203,9,561,313,274,6,354,91,319,12,191,56,55,0,348,38,37,1,499,452,340,56,246,39,37,30,46,73,108,
营业外支出(万元),--,--,--,0,0,0,0,1,0,0,--,0,0,0,--,7,5,1,0,6,3,0,0,22,19,6,1,346,26,21,--,532,490,14,1,62,40,29,8,0,2,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,1,--,0,--,0,--,--,--,1,1,0,--,--,--,--,--,10,--,6,--,139,--,--,--,512,--,--,0,46,29,29,7,0,1,0,
利润总额(万元),8279,5224,2484,6708,5830,3011,1423,4547,3454,1232,679,3289,2159,1859,735,5179,4021,2772,904,4749,3792,2931,1057,6890,5802,4531,1766,10609,8010,5549,1739,9498,6563,4884,1153,5490,3876,2566,4189,3216,3158,2052,
所得税费用(万元),801,511,165,1369,501,311,152,693,649,206,106,415,337,288,110,789,611,427,136,732,561,433,159,1036,838,651,265,1605,1174,840,261,1436,986,735,173,924,669,472,483,378,451,280,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
净利润(万元),7479,4713,2319,5339,5329,2700,1270,3854,2806,1026,573,2874,1821,1571,625,4390,3410,2345,769,4017,3231,2498,899,5853,4964,3879,1501,9004,6836,4709,1478,8062,5576,4150,980,4566,3207,2093,3706,2838,2707,1773,
归属于母公司所有者的净利润(万元),7479,4713,2319,5339,5329,2700,1270,3854,2806,1026,573,2874,1821,1571,625,4390,3410,2345,769,4017,3231,2498,899,5853,4964,3879,1501,9004,6836,4709,1478,8062,5576,4150,980,4566,3207,2093,3706,2838,2707,1773,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
基本每股收益,0.35,0.22,0.16,0.38,0.38,0.19,0.09,0.27,0.2,0.07,0.04,0.2,0.13,0.11,0.04,0.31,0.24,0.17,0.05,0.28,0.23,0.18,0.06,0.41,0.35,0.27,0.11,0.63,0.48,0.33,0.21,1.16,0.8,0.61,0.18,1.03,0.73,0.47,0.86,0.68,0.78,0.55,
稀释每股收益,0.35,0.22,0.16,0.38,0.38,0.19,0.09,0.27,0.2,0.07,0.04,0.2,0.13,0.11,0.04,0.31,0.24,0.17,0.05,0.28,0.23,0.18,0.06,0.41,0.35,0.27,0.11,0.63,0.48,0.33,0.21,1.16,0.8,0.61,0.18,1.03,0.73,0.47,0.86,0.68,0.78,0.55,
