报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),25941,122324,88096,57131,28018,86278,59431,39672,18105,78674,61846,39347,18041,73729,56262,38634,17641,67169,52886,47781,
营业收入(万元),25941,122324,88096,57131,28018,86278,59431,39672,18105,78674,61846,39347,18041,73729,56262,38634,17641,67169,52886,47781,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23938,113037,81212,52511,25578,78874,54337,36308,16654,71695,56563,36066,16323,67330,51142,35333,15961,61482,47753,43207,
营业成本(万元),21704,103403,74352,48301,23873,71991,49599,33007,15028,65739,52247,33004,14916,61409,46880,32173,14617,55574,42968,38587,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),163,411,345,181,120,334,174,110,63,302,200,127,56,207,176,110,45,154,104,186,
销售费用(万元),678,3458,2497,1628,676,2949,2029,1362,646,2186,1521,970,392,1674,1220,902,240,1577,1140,933,
管理费用(万元),946,4896,3446,2164,913,3779,2565,1638,765,3864,2848,1842,906,3839,2652,1777,932,2985,2413,2158,
财务费用(万元),610,839,519,254,0,-623,-130,-73,46,-415,-338,-85,-26,133,124,115,46,1012,962,1464,
资产减值损失(万元),-164,30,54,-18,-4,443,100,264,105,19,85,208,78,69,91,256,80,181,166,-122,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),9,79,119,73,47,326,427,312,145,320,165,45,--,16,3,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2015,9523,7003,4693,2488,7731,5521,3676,1597,7298,5448,3326,1718,6415,5123,3301,1680,5687,5133,4574,
营业外收入(万元),0,36,41,19,--,607,586,578,564,92,67,--,--,27,18,6,--,58,94,52,
营业外支出(万元),25,41,21,16,1,12,5,3,3,52,1,8,--,62,47,32,15,61,65,80,
非流动资产处置损失(万元),--,--,0,--,--,4,--,--,--,0,0,--,--,2,2,2,--,--,--,14,
利润总额(万元),1991,9518,7023,4696,2487,8326,6103,4251,2158,7338,5514,3318,1718,6379,5094,3275,1665,5684,5161,4545,
所得税费用(万元),307,1169,1075,720,379,1072,935,650,329,988,838,504,245,896,794,510,239,757,741,568,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1684,8348,5949,3975,2108,7254,5168,3601,1829,6350,4676,2814,1473,5483,4300,2765,1426,4926,4420,3977,
归属于母公司所有者的净利润(万元),1684,8348,5949,3975,2108,7254,5168,3601,1829,6350,4676,2814,1473,5483,4300,2765,1426,4926,4420,3977,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.11,0.52,0.37,0.25,0.13,0.45,0.32,0.23,0.23,0.85,0.64,0.4,0.25,0.91,0.72,0.46,0.24,0.82,0.74,0.85,
稀释每股收益,0.11,0.52,0.37,0.25,0.13,0.45,0.32,0.23,0.23,0.85,0.64,0.4,0.25,0.91,0.72,0.46,0.24,0.82,0.74,0.85,
