报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),163992,106863,215565,166268,232528,189329,162463,127406,24277,88578,68634,42667,
营业收入(万元),163992,106863,215565,166268,232528,189329,162463,127406,24277,88578,68634,42667,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),147416,95701,191352,148260,202442,171547,154377,119434,22556,83037,61891,37780,
营业成本(万元),121249,79780,160908,125053,171246,143670,126123,94027,17996,66954,48973,30203,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1153,707,1371,1013,1449,1340,3619,4275,784,2934,2178,1243,
销售费用(万元),15307,9200,18162,13726,17065,16249,13844,10481,1702,6772,4891,3067,
管理费用(万元),8344,4901,10034,7528,8657,7246,6326,5456,890,4065,4445,2545,
财务费用(万元),1184,794,1002,963,1849,2509,4460,5143,1207,2332,1274,646,
资产减值损失(万元),178,319,-126,-23,2175,533,5,53,-23,-20,130,75,
公允价值变动收益(万元),--,66,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1080,853,1110,389,1879,47,72,69,--,100,81,-4,
对联营企业和合营企业的投资收益(万元),990,635,837,131,1768,-28,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),17656,12080,25322,18397,31965,17829,8158,8041,1721,5642,6824,4883,
营业外收入(万元),2393,1340,3290,1672,1924,2266,542,298,27,463,724,313,
营业外支出(万元),85,76,179,132,572,153,34,61,6,47,59,3,
非流动资产处置损失(万元),64,57,102,56,536,124,10,21,0,2,2,1,
利润总额(万元),19964,13345,28434,19937,33317,19942,8666,8279,1742,6057,7489,5193,
所得税费用(万元),5590,3529,8830,6394,8597,6125,3929,3730,859,2602,749,654,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),14374,9816,19604,13543,24720,13816,4737,4549,883,3455,6740,4538,
归属于母公司所有者的净利润(万元),14384,9825,19548,13489,24627,13751,4650,4485,866,3437,6643,4209,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-10,-9,56,54,94,66,87,63,17,18,97,329,
基本每股收益,1.14,0.78,1.55,1.07,1.95,1.09,0.37,0.36,0.07,0.27,0.6,--,
稀释每股收益,1.14,0.78,1.55,1.07,1.95,1.09,0.37,0.36,0.07,0.27,0.6,--,
