报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),36626,24153,11986,41598,30618,20864,10149,40943,31394,22611,10975,41728,37711,32926,35919,
营业收入(万元),36626,24153,11986,41598,30618,20864,10149,40943,31394,22611,10975,41728,37711,32926,35919,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),30196,19736,9898,34117,24714,16887,8418,34709,26417,19224,9439,35997,32772,28913,31483,
营业成本(万元),24518,15980,7911,27060,19955,13616,6667,26947,20912,15159,7365,28685,26372,23027,25788,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),244,194,110,223,173,115,64,193,143,73,47,180,243,214,200,
销售费用(万元),1589,1211,550,2160,1467,1067,468,2344,1741,1235,648,2348,1821,1600,1583,
管理费用(万元),3600,2313,1219,4841,3322,2348,1117,4617,3296,2422,1187,4273,3868,3779,3410,
财务费用(万元),-15,-3,-13,-130,-105,-55,-37,77,87,66,24,241,290,330,404,
资产减值损失(万元),260,40,121,-36,-98,-204,139,532,238,269,168,268,179,-37,99,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),381,260,70,134,55,17,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6940,4773,2158,7615,5959,3994,1731,6234,4977,3387,1536,5732,4940,4013,4436,
营业外收入(万元),20,0,75,267,153,84,42,218,174,94,76,233,97,163,1232,
营业外支出(万元),1,1,0,3,3,--,--,7,4,4,2,30,20,10,27,
非流动资产处置损失(万元),1,1,0,3,3,--,--,6,4,4,2,5,14,10,0,
利润总额(万元),6958,4773,2233,7879,6110,4078,1773,6445,5146,3476,1609,5934,5017,4166,5640,
所得税费用(万元),1029,725,322,1143,902,591,245,1010,755,494,189,895,684,581,800,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5929,4048,1911,6736,5207,3487,1528,5435,4391,2983,1420,5039,4333,3586,4840,
归属于母公司所有者的净利润(万元),5935,4051,1975,6774,5234,3507,1537,5466,4414,2997,1422,5072,4373,3666,4900,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-5,-3,-65,-38,-27,-20,-9,-31,-22,-14,-1,-33,-40,-80,-60,
基本每股收益,0.5,0.41,0.25,0.94,0.75,0.54,0.26,0.93,0.75,0.51,0.24,0.86,0.74,0.62,0.83,
稀释每股收益,0.5,0.41,0.25,0.94,0.75,0.54,0.26,0.93,0.75,0.51,0.24,0.86,0.74,0.62,0.83,
