报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),68919,139627,118579,65212,35148,89456,61720,35051,15444,50644,36909,23441,11644,47690,35833,24252,48041,46467,49804,
营业收入(万元),68919,139627,118579,65212,35148,89456,61720,35051,15444,50644,36909,23441,11644,47690,35833,24252,48041,46467,49804,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),32458,104318,91282,45245,23833,64494,44448,26314,12564,44274,32257,20740,10911,43713,32639,21530,42199,40728,44771,
营业成本(万元),19154,76479,76180,35770,19960,51590,37126,22101,10528,38006,28337,18031,9348,37695,28103,18770,36353,34836,39541,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),188,1201,756,412,227,1048,359,191,76,295,211,130,76,196,146,57,254,303,128,
销售费用(万元),3027,6121,1929,1689,459,3056,1636,1185,642,2309,1496,915,378,1664,1194,698,1517,1738,1245,
管理费用(万元),8318,17901,11670,7142,3260,9949,5745,3107,1223,4004,2364,1419,640,2760,2099,1410,2744,2582,2067,
财务费用(万元),994,1157,178,-307,-147,-1180,-590,-322,27,-273,-132,300,412,1384,1070,530,1201,1296,1749,
资产减值损失(万元),777,1458,569,539,74,32,172,50,68,-68,-18,-55,57,14,26,65,130,-29,41,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,77,--,--,77,-77,-111,-403,--,14,240,
投资收益(万元),-916,7079,3957,2510,545,-216,-147,-64,-33,-61,-38,-33,-24,-25,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-967,4270,3686,2260,525,-221,-152,-68,--,-63,--,-33,--,-25,--,--,--,--,--,
汇兑收益(万元),9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),35611,43388,31447,22590,11860,24745,17124,8674,2846,6386,4614,2668,786,3876,3083,2319,5842,5753,5272,
营业外收入(万元),95,504,909,284,91,549,378,237,45,281,216,160,31,382,285,270,432,339,341,
营业外支出(万元),33,47,7,7,7,79,58,33,9,121,45,28,14,98,58,48,56,93,90,
非流动资产处置损失(万元),--,--,0,0,--,13,1,--,--,59,--,--,--,33,7,6,1,14,6,
利润总额(万元),35673,43844,32349,22867,11944,25215,17444,8877,2883,6547,4785,2799,803,4160,3310,2540,6218,6000,5523,
所得税费用(万元),1510,2937,2256,1726,985,3290,2571,1386,512,1006,793,475,85,542,430,347,1100,1054,958,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),34164,40907,30093,21141,10959,21925,14873,7491,2370,5541,3992,2324,718,3618,2880,2193,5118,4946,4566,
归属于母公司所有者的净利润(万元),29049,39393,29374,20415,10593,20500,13673,6716,1962,4848,3672,2325,718,3618,2880,2193,5118,4946,4566,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81,
少数股东损益(万元),5115,1514,719,726,367,1425,1200,775,408,693,320,-0,--,--,--,--,--,--,--,
基本每股收益,0.15,0.25,0.19,0.13,0.07,0.19,0.15,0.22,0.07,0.19,0.14,0.28,0.03,0.46,0.36,0.28,0.64,0.62,0.57,
稀释每股收益,0.15,0.25,0.19,0.13,0.07,0.19,0.15,0.22,0.07,0.19,0.14,0.28,0.03,0.46,0.36,0.28,0.64,0.62,0.57,
