报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),304764,1075214,726677,428653,169263,783590,517815,328576,123171,511717,321747,225447,80467,390886,289249,187041,75562,348603,215076,132849,53585,141842,88735,55212,24259,91861,65139,39885,17064,57000,41219,26470,11103,36773,26222,15878,30438,24080,21949,10366,
营业收入(万元),304764,1075214,726677,428653,169263,783590,517815,328576,123171,511717,321747,225447,80467,390886,289249,187041,75562,348603,215076,132849,53585,141842,88735,55212,24259,91861,65139,39885,17064,57000,41219,26470,11103,36773,26222,15878,30438,24080,21949,10366,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),285067,996914,680131,396173,158360,759748,501860,312750,117953,496989,304539,212846,76705,375385,275968,179901,72974,339625,205728,126290,51209,134164,80198,49188,22091,83249,56883,35273,15559,49552,35402,22542,9767,30928,21890,13353,26408,20565,17919,9226,
营业成本(万元),244499,861288,577619,335367,132762,660502,445682,277621,101438,424088,262509,184074,64706,318083,237377,151341,60679,290846,172873,104931,41364,105218,63859,38737,17643,62756,42882,26905,11484,36680,26628,17252,7442,24283,17931,11007,21769,17304,15720,7732,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),2280,7425,4934,2727,1105,5308,960,438,74,1164,335,236,29,972,489,291,88,933,640,542,237,643,341,161,23,229,150,83,42,335,268,168,47,181,124,72,210,162,157,73,
销售费用(万元),1698,8067,5405,3509,1875,5769,4060,2633,1259,5353,2355,2081,1031,3750,2458,1653,802,3177,2090,1221,551,2243,1433,1278,609,2502,1845,1095,533,1658,1115,743,310,589,398,267,575,422,306,259,
管理费用(万元),20097,67860,49283,28227,10818,45954,25044,14893,7226,33696,21416,13214,4757,27312,17639,13219,4508,22608,13642,9361,3707,16581,9102,5691,2486,11803,6964,3899,1991,7387,4828,2933,1120,3938,2021,1265,2789,1879,1307,956,
财务费用(万元),15381,46422,33389,22179,11013,39158,23881,15334,7017,30712,18865,11228,5006,23053,16061,11128,5618,20106,15343,9677,4739,9105,5078,3130,1037,5712,4592,2862,1217,3007,1886,1059,583,1909,1390,717,1086,740,373,184,
资产减值损失(万元),1112,5852,9501,4164,786,3059,2234,1830,939,1976,-940,2013,1175,2215,1945,2269,1280,1955,1141,558,611,373,384,191,292,248,450,428,292,485,676,387,265,29,26,26,-22,57,56,22,
公允价值变动收益(万元),736,-548,150,247,-8,-113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),-766,321,997,1212,546,8892,2257,1432,256,-49,54,87,-1,736,495,419,108,-969,-715,-496,-184,-141,37,37,--,-37,--,--,--,--,--,--,--,--,0,0,0,0,0,-5,
