报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),25323,14940,2879,54758,22154,17946,6627,41302,17414,15592,26875,21854,17332,11031,
营业收入(万元),25323,14940,2879,54758,22154,17946,6627,41302,17414,--,26875,21854,17332,11031,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26067,16437,4685,46187,22773,17607,7220,31753,18307,--,23777,19711,14522,8562,
营业成本(万元),11434,7265,1070,24214,10252,8400,3312,16214,7700,--,9645,10128,7664,4371,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),111,79,13,640,195,176,43,267,88,--,184,200,194,137,
销售费用(万元),4355,2597,981,4593,3185,2198,794,4574,3063,--,3729,2852,2022,1245,
管理费用(万元),9469,5938,2335,15146,8556,6215,2862,9313,6769,--,9122,6230,4484,2768,
财务费用(万元),269,195,2,146,159,148,95,525,338,--,555,112,2,-57,
资产减值损失(万元),429,364,284,1449,425,470,114,859,349,--,544,189,155,99,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),502,277,12,203,4,12,-3,0,8,--,55,--,-22,-28,
对联营企业和合营企业的投资收益(万元),--,-30,-5,12,--,--,-3,-8,--,--,--,--,-22,-28,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),349,-1220,-1794,8774,-614,351,-597,9550,-886,1220,3153,2143,2789,2441,
营业外收入(万元),293,726,308,2035,1643,1334,907,1157,564,--,2195,2446,827,137,
营业外支出(万元),114,79,30,19,10,10,0,20,19,--,1,7,1,2,
非流动资产处置损失(万元),--,0,--,3,0,0,--,0,--,--,0,--,--,--,
利润总额(万元),528,-573,-1516,10789,1018,1675,310,10687,-341,1619,5346,4582,3615,2576,
所得税费用(万元),225,132,-24,1556,421,319,41,1474,296,--,183,353,272,337,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),302,-705,-1492,9233,597,1356,269,9213,-636,974,5163,4229,3343,2240,
归属于母公司所有者的净利润(万元),161,-648,-1324,7936,504,1332,284,7780,-563,974,3568,4410,3343,2240,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),141,-57,-168,1298,93,24,-14,1433,-74,--,1595,-181,--,--,
基本每股收益,0.01,-0.05,-0.17,1.16,0.08,0.22,0.05,1.3,-0.09,0.16,0.59,0.73,0.56,--,
稀释每股收益,0.01,-0.05,-0.17,1.16,0.08,--,0.05,1.3,-0.09,--,0.59,0.73,0.56,--,
