报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),48998,32392,15590,71806,49394,32552,15552,51482,33449,22623,9130,51355,34729,22652,9676,75604,47208,31175,14048,124033,78994,52164,18412,122865,71778,50883,20639,128948,81079,50992,21696,117180,80484,50420,26506,135274,75363,52048,25178,99158,72676,45857,19634,79595,51829,32780,12465,65425,36310,22779,9512,
营业收入(万元),48998,32392,15590,71806,49394,32552,15552,51482,33449,22623,9130,51355,34729,22652,9676,75604,47208,31175,14048,124033,78994,52164,18412,122865,71778,50883,20639,128948,81079,50992,21696,117180,80484,50420,26506,135274,75363,52048,25178,99158,72676,45857,19634,79595,51829,32780,12465,65425,36310,22779,9512,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),38628,25164,12192,61124,40897,25907,12055,69100,36511,23799,10758,48196,29288,18557,8500,69146,41996,27641,12911,114952,72531,46488,17551,117064,69863,48281,21802,119096,75866,46761,20963,106546,76348,47169,25432,119584,71272,47854,24359,92368,68076,42336,18308,72017,47194,29361,11135,59140,32919,20212,8704,
营业成本(万元),31275,20223,9512,51724,35352,22013,10245,47330,30982,20507,9324,37856,24608,15302,6934,59932,36674,23968,11341,105213,66138,42718,16074,109042,66001,46069,20694,111042,71740,44261,19772,98909,72142,44349,24199,112503,68205,45835,23644,85081,63711,39542,16800,60627,40932,25733,9681,49270,27495,16760,7248,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,--,--,0,
