报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),637271,480179,345952,198833,672286,493181,359898,204536,677198,482277,343140,198420,721923,563523,413016,224049,779517,579407,411274,231690,717851,531299,376776,209863,642600,469977,324525,190779,644227,476462,331664,559018,488081,251603,459806,412432,384761,
营业收入(万元),637271,480179,345952,198833,672286,493181,359898,204536,677198,482277,343140,198420,721923,563523,413016,224049,779517,579407,411274,231690,717851,531299,376776,209863,642600,469977,324525,190779,644227,476462,331664,559018,488081,251603,459806,412432,384761,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),602357,452589,323493,186802,629562,462831,335003,190945,641413,458637,324381,188610,681570,526739,383096,207493,724510,533591,375416,212512,667107,495784,349252,195677,598317,437953,299063,174037,592558,441178,302906,516010,451546,231451,425611,383018,360392,
营业成本(万元),510647,384675,276392,160088,540294,396526,289540,165392,548622,392365,278705,162576,585401,454304,332817,179875,626001,466714,329892,188241,591619,441471,312892,175154,531032,388628,267133,156601,531766,394138,275746,466446,407065,210330,385435,344338,322544,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业税金及附加(万元),11899,9433,7061,3880,11823,9079,6748,4072,13994,6678,5002,3201,15004,13975,10617,5541,19543,14007,9867,5401,11351,8102,6031,3579,8883,6776,4485,2883,7994,5499,3750,5628,4596,2357,4124,3363,2853,
销售费用(万元),48535,35260,23285,12584,46463,33991,22373,11959,47149,34365,22803,12169,45643,32942,21868,12171,45978,31266,20306,10757,37810,27433,17751,9611,34502,25343,16109,8537,30705,24468,14442,28883,25056,11768,22790,20042,19402,
管理费用(万元),29821,22244,16120,9851,27643,21138,15036,8790,25343,21645,15577,9220,29667,22427,16167,9323,29914,20649,14023,7631,25027,18339,12468,6900,22332,16154,10912,5970,20045,15396,8269,14049,13165,6406,12285,11912,13927,
财务费用(万元),1458,1125,784,490,2642,2067,1528,973,4699,3261,2377,1454,4655,3219,1881,805,2654,683,1239,564,1064,544,72,505,1299,870,553,340,1643,1413,500,1172,1059,494,1472,1458,1410,
资产减值损失(万元),-2,-147,-149,-91,697,31,-221,-241,1607,324,-83,-10,1200,-129,-254,-221,420,272,90,-82,236,-106,37,-72,268,182,-129,-294,404,265,200,-168,605,97,-497,1906,256,
公允价值变动收益(万元),27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,-0,465,9,0,--,0,--,0,0,
投资收益(万元),600,408,408,--,689,255,255,-4,5048,4910,4777,27,295,2203,2131,69,384,238,86,76,1490,1450,1328,583,10921,5483,4617,2474,3904,1280,123,375,61,106,727,934,-175,
对联营企业和合营企业的投资收益(万元),318,127,127,--,258,93,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-229,-229,--,0,-190,--,--,--,--,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业利润(万元),35543,27993,22859,12013,43388,30605,25150,13587,40833,28550,23537,9838,40648,38986,32052,16625,55392,46054,35943,19254,52234,36966,28851,14769,55204,37510,30080,19215,55573,37028,28890,43384,36595,20259,34923,30348,24194,
营业外收入(万元),3424,1284,1125,501,1617,1595,160,41,1376,1098,215,69,4240,2472,1271,724,8229,827,172,64,1970,797,626,59,3734,1127,1046,81,3481,2611,1896,5120,3213,1828,1680,1625,2496,
营业外支出(万元),495,147,38,12,431,328,281,186,2127,1002,864,669,4127,1555,1239,181,1385,953,632,308,1408,761,568,453,3037,633,517,265,688,443,286,613,454,262,891,651,960,
非流动资产处置损失(万元),--,--,--,--,--,242,210,117,716,323,225,223,3457,878,831,18,197,64,35,32,102,12,11,2,2281,112,49,3,177,58,31,38,36,45,506,107,29,
利润总额(万元),38471,29130,23947,12503,44574,31872,25029,13442,40082,28645,22888,9238,40761,39903,32084,17168,62236,45928,35483,19010,52796,37002,28910,14375,55901,38003,30608,19031,58367,39196,30499,47891,39354,21824,35712,31322,25731,
所得税费用(万元),14257,9499,7532,4022,14530,10362,7852,4370,14977,10283,8111,3951,15255,12599,9706,5317,18144,13574,10467,5367,14458,10578,8241,4122,14191,10102,8032,4968,15047,10461,8071,12501,9920,5583,8621,9343,7268,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
净利润(万元),24214,19632,16415,8481,30045,21510,17177,9072,25105,18363,14777,5288,25505,27304,22378,11851,44092,32354,25016,13643,38337,26423,20668,10253,41710,27902,22576,14063,43320,28736,22429,35390,29434,16241,27092,21979,18463,
归属于母公司所有者的净利润(万元),24227,19629,16393,8464,30045,21499,17153,9051,25253,18479,14867,5314,25722,27422,22448,11854,44370,32498,25118,13665,38464,26479,20670,10237,41824,27982,22614,14076,43366,28682,22382,35278,29290,16178,26911,21801,17965,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,185,--,--,--,--,0,--,920,2207,
