报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),3873983,2877712,1877109,912992,3628475,2706766,1760408,356800,1338642,991836,652465,326920,1207819,907129,593973,293934,1153834,854456,558364,270489,1008147,744863,484112,237814,859163,637289,413150,202264,704225,506736,328826,161792,591804,439881,281373,139272,519460,387762,248019,124630,438547,325282,214942,106563,357379,265350,169653,84078,281079,211864,137509,68596,
营业收入(万元),3873983,2877712,1877109,912992,3628475,2706766,1760408,356800,1338642,991836,652465,326920,1207819,907129,593973,293934,1153834,854456,558364,270489,1008147,744863,484112,237814,859163,637289,413150,202264,704225,506736,328826,161792,591804,439881,281373,139272,519460,387762,248019,124630,438547,325282,214942,106563,357379,265350,169653,84078,281079,211864,137509,68596,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
营业总成本(万元),3705027,2753444,1791695,881603,3471575,2593341,1683875,340490,1282302,947061,622596,312844,1154943,866689,567783,282254,1105540,816550,534082,260872,973385,715951,466924,230226,838452,620176,403474,196405,687520,484961,315068,155581,563219,415587,266224,131826,495597,367499,233978,117669,418931,308041,203190,100534,340315,250949,160125,79201,270995,203120,131783,65902,
营业成本(万元),3532073,2625359,1705369,835879,3345072,2512919,1637623,330188,1239255,916082,603191,302696,1111788,834084,547712,272930,1062588,785002,512809,251892,933466,687332,449956,222379,802365,594908,387082,188983,659272,466752,302737,148607,539498,398951,255294,126153,473037,352067,224550,113052,397885,294702,194325,95670,320723,238336,152675,75587,255150,191520,124095,62055,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
研发费用(万元),3044,1019,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
营业税金及附加(万元),8515,6068,4026,2050,8434,5618,3299,504,2818,1463,1214,632,1808,1653,1362,637,1380,1199,903,549,943,502,242,99,1553,1346,677,324,1007,596,439,304,1172,842,416,113,1317,1036,685,331,734,411,319,232,581,469,251,141,566,440,268,137,
销售费用(万元),104366,79964,52275,27616,69401,40171,25543,5801,21547,14785,9756,4535,22885,16964,10794,4659,22132,16016,10318,4594,20104,13806,8732,3890,16646,11140,7531,3422,12472,7985,5094,2470,10565,7162,4675,2138,7981,5173,3023,1167,7058,4620,2998,1520,5603,3718,2086,774,4741,3378,2206,1055,
管理费用(万元),40225,26334,19814,10019,38383,26684,16926,3752,18695,13290,8360,4430,16798,12777,7461,3862,16337,11258,7898,3238,14355,10262,6175,3200,13602,8746,6201,2283,10747,6665,4700,2351,9682,6109,4105,2313,10847,6580,4309,2438,10570,6559,4466,2307,10924,6529,3911,2017,9325,6625,4360,2101,
财务费用(万元),15226,12696,9130,5074,15034,11960,5913,-384,-1501,-1352,-1068,117,1499,866,119,477,1544,2256,2026,1217,2241,2056,1125,612,2908,2551,1425,514,2003,1535,1553,734,2283,1685,1198,766,1564,1097,638,286,2401,1816,1270,507,1216,720,461,163,657,492,364,148,
资产减值损失(万元),-93,2004,1082,965,-4749,-4011,-5428,629,1488,2792,1143,434,166,345,335,-313,1559,819,129,-619,2276,1993,693,46,1376,1486,558,878,2019,1427,546,1115,18,838,535,343,851,1546,773,395,283,-67,-188,297,1268,1177,741,519,556,665,490,406,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
投资收益(万元),29577,12850,7677,3985,14630,9500,6080,2826,13152,9968,6335,2017,10450,8388,6096,1928,10046,7767,5331,2315,8909,6633,4001,1938,8584,6609,4426,1876,7296,5251,3443,1671,8234,6403,3040,1380,3406,2388,1651,674,2480,1478,1011,328,2379,1793,1258,562,1529,1200,953,704,
对联营企业和合营企业的投资收益(万元),29549,12822,7649,3985,13506,9467,6047,2826,13134,9950,6335,2017,9850,7788,5496,1928,10022,7742,5307,2315,8890,6614,3982,1938,8305,6596,4414,1876,6869,5043,3235,1463,5208,6403,3040,1380,3388,2388,1651,674,2480,1478,1011,328,1972,1793,1258,562,1517,1200,953,704,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
