报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),22147,15031,1948,43216,17786,12282,2129,40775,15551,12892,34961,41968,39677,32187,
营业收入(万元),22147,15031,1948,43216,17786,12282,2129,40775,15551,12892,34961,41968,39677,32187,
利息收入(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21981,14200,2668,39384,17869,11739,2640,36888,15766,12246,31904,38058,35434,29631,
营业成本(万元),16062,10904,1645,28952,12700,8477,1976,28680,11434,9454,23581,30099,28221,24178,
利息支出(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),99,62,16,256,70,40,16,224,75,50,271,292,327,307,
销售费用(万元),2084,1335,645,3410,2079,1351,501,2797,1801,1141,2689,2836,2438,2091,
管理费用(万元),4061,2450,1426,5258,3267,1956,850,4269,2176,1455,3677,3186,3208,2282,
财务费用(万元),73,30,6,114,127,117,50,437,335,200,521,553,457,411,
资产减值损失(万元),-398,-581,-1070,1396,-375,-202,-753,480,-54,-54,1164,1092,782,362,
公允价值变动收益(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
投资收益(万元),408,89,50,44,9,20,-1,-18,-12,-12,4,--,--,--,
对联营企业和合营企业的投资收益(万元),1,3,-4,2,9,20,-1,-18,-12,-12,--,--,--,--,
汇兑收益(万元),--,--,--,--,0,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),945,1220,-670,3876,-75,563,-513,3869,-227,634,3061,3910,4243,2556,
营业外收入(万元),6,4,274,771,430,397,121,551,327,285,1213,1176,447,471,
营业外支出(万元),0,0,--,2,2,1,--,1,1,--,328,10,20,1,
非流动资产处置损失(万元),--,--,--,1,1,1,--,1,1,--,--,0,16,--,
利润总额(万元),951,1224,-396,4646,353,958,-391,4419,99,920,3946,5076,4670,3027,
所得税费用(万元),257,175,-122,792,157,146,-95,565,76,112,589,766,884,446,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),694,1049,-274,3854,196,812,-296,3854,24,808,3356,4310,3786,2581,
归属于母公司所有者的净利润(万元),570,970,13,3954,374,910,-216,3894,124,906,3449,4350,3788,2494,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),124,78,-287,-101,-178,-98,-81,-40,-100,-98,-93,-40,-2,87,
基本每股收益,0.05,0.08,0,0.58,0.06,0.15,-0.04,0.68,0.02,0.16,0.6,0.76,0.69,--,
稀释每股收益,0.05,0.08,0,0.58,0.06,0.15,-0.04,0.68,0.02,0.16,0.6,0.76,0.69,--,
