报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),41445,256544,193040,115004,28899,151713,101382,57317,17994,104594,74810,44659,15651,94470,60973,35776,84918,70544,62418,
营业收入(万元),41445,256544,193040,115004,28899,151713,101382,57317,17994,104594,74810,44659,15651,94470,60973,35776,84918,70544,62418,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),39994,228366,172411,102559,27660,135918,89169,49978,17119,92710,65741,39112,14604,83047,54041,31508,73499,60486,52935,
营业成本(万元),34414,208393,158747,93686,24206,120054,79093,43567,14218,78057,55216,32697,11837,69926,45174,26123,63436,52523,46547,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),270,1111,748,543,301,1324,771,806,776,3644,2646,1550,588,3194,2218,1319,2948,2605,2333,
销售费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
管理费用(万元),3544,13412,10052,6254,3182,10674,7480,4390,2020,7029,5483,3324,1763,5832,4259,2517,4986,4187,3514,
财务费用(万元),1563,2488,1630,991,377,1836,1169,813,389,2430,1989,1511,758,2535,1677,1043,1291,578,253,
资产减值损失(万元),202,2961,1235,1086,-407,2030,656,402,-285,1550,407,30,-343,1559,713,505,838,592,287,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,263,6,-3,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1925,28703,20635,12441,1239,15800,12213,7339,875,11884,9068,5547,1047,11423,6932,4268,11419,10058,9483,
营业外收入(万元),16,3,105,26,3,591,72,31,20,100,85,53,50,255,190,173,185,296,111,
营业外支出(万元),11,33,32,--,--,119,19,2,2,24,4,4,4,18,11,8,33,11,12,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,4,3,4,2,1,1,
利润总额(万元),1930,28673,20709,12468,1242,16272,12265,7368,893,11961,9149,5596,1093,11661,7111,4433,11571,10343,9583,
所得税费用(万元),337,4254,3402,2114,170,2315,2109,1217,150,2268,2339,1465,397,2645,1778,1108,1807,1623,1503,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1594,24419,17307,10353,1072,13957,10156,6151,744,9692,6810,4131,696,9015,5333,3325,9763,8720,8079,
归属于母公司所有者的净利润(万元),1594,24419,17307,10353,1072,13957,10156,6151,744,9692,6810,4131,696,9015,5333,3325,9763,8720,8079,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.06,0.98,0.7,0.42,0.04,0.57,0.42,0.51,0.06,0.92,0.57,0.46,0.08,1,0.59,0.37,1.08,0.97,0.95,
稀释每股收益,0.06,0.98,0.7,0.42,0.04,0.57,0.42,0.51,0.06,0.92,0.57,0.46,0.08,1,0.59,0.37,1.08,0.97,0.95,
