报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),47508,30844,48015,33926,35147,7231,29582,16877,13029,
营业收入(万元),47508,30844,48015,33926,35147,7231,29582,16877,13029,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),38494,25439,44509,32219,34537,7571,25729,16686,14272,
营业成本(万元),33228,22026,38433,27355,26137,5078,20183,13086,10186,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),98,65,73,47,--,--,5,1,1,
销售费用(万元),842,611,938,680,826,184,679,435,495,
管理费用(万元),3367,2126,3845,3081,5242,1917,3703,2376,2089,
财务费用(万元),525,332,919,838,1430,299,790,323,684,
资产减值损失(万元),434,280,302,217,903,93,370,465,817,
公允价值变动收益(万元),-23,-23,11,5,12,--,--,--,--,
投资收益(万元),17,17,37,17,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),10654,6475,3554,1729,622,-340,3853,191,-1243,
营业外收入(万元),105,3,3392,1874,2694,706,2685,1412,1291,
营业外支出(万元),3,3,1,1,599,5,34,650,4,
非流动资产处置损失(万元),3,3,--,--,6,--,--,--,--,
利润总额(万元),10756,6475,6946,3602,2716,362,6503,953,44,
所得税费用(万元),1476,899,885,437,375,157,799,-201,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),9280,5577,6061,3166,2342,205,5705,1154,44,
归属于母公司所有者的净利润(万元),9280,5577,6061,3166,2342,205,5705,1154,44,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.48,0.29,0.31,0.16,0.12,0.01,0.33,0.07,0,
稀释每股收益,--,0.29,0.31,--,0.12,0.01,0.33,0.07,0,
