报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),68486,42222,18060,76649,52242,32519,10369,65727,45172,19381,45786,33949,30176,
营业收入(万元),68486,42222,18060,76649,52242,32519,10369,65727,45172,19381,45786,33949,30176,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),59552,36169,15913,64657,42991,26734,9138,55542,39369,17371,40547,30389,26155,
营业成本(万元),46401,28611,12555,52314,35866,22311,7366,45355,31985,14220,33715,25306,22098,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),754,439,200,769,385,231,75,563,326,112,403,168,187,
销售费用(万元),6634,3931,1611,5274,2725,1769,713,3965,2537,916,2083,1718,1349,
管理费用(万元),4831,2846,1509,5993,3640,2329,945,5330,4368,2039,3946,2966,2467,
财务费用(万元),438,205,7,-198,-124,-110,-37,-209,-47,-32,166,109,88,
资产减值损失(万元),494,136,30,504,500,204,77,539,200,116,234,123,-35,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),697,350,43,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9816,6538,2189,11991,9251,5786,1230,10185,5803,2010,5239,3560,4021,
营业外收入(万元),588,378,70,1062,763,595,66,1106,1298,811,1011,1128,407,
营业外支出(万元),76,35,34,262,164,56,18,428,78,23,110,106,56,
非流动资产处置损失(万元),66,35,--,184,95,29,--,337,6,--,26,--,--,
利润总额(万元),10328,6880,2226,12792,9849,6325,1278,10863,7023,2798,6140,4583,4373,
所得税费用(万元),1411,943,286,1856,1438,893,179,1491,953,363,909,631,627,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8918,5937,1940,10936,8411,5432,1099,9373,6070,2436,5230,3952,3746,
归属于母公司所有者的净利润(万元),8899,5943,1939,10936,8411,5432,1099,9373,6070,2436,5230,3952,3746,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),18,-6,1,--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.17,0.8,0.29,1.8,1.39,0.9,0.18,1.55,1,0.4,0.86,0.65,0.62,
稀释每股收益,1.17,0.8,0.29,1.8,1.39,0.9,0.18,1.55,1,0.4,0.86,0.65,0.62,
