报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),1576,0,34155,34154,2500,0,1270,0,0,0,390,373,373,374,4225,3025,1796,547,3615,2335,1249,366,2994,2534,2118,4368,16314,10066,5767,2864,23996,11420,7612,2016,14663,12278,7865,2922,22492,26107,19922,8190,31195,23955,15448,5418,38157,28895,18207,7803,
营业收入(万元),1576,0,34155,34154,2500,0,1270,0,0,0,390,373,373,374,4225,3025,1796,547,3615,2335,1249,366,2994,2534,2118,4368,16314,10066,5767,2864,23996,11420,7612,2016,14663,12278,7865,2922,22492,26107,19922,8190,31195,23955,15448,5418,38157,28895,18207,7803,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,
营业总成本(万元),1562,114,35763,33772,2090,17,1588,17,-46,210,14766,721,678,660,10698,3471,1949,619,13142,1980,815,298,3716,2067,1674,4720,18631,9959,5687,2784,23849,10823,7114,2303,28745,15446,10921,4080,51031,40650,33442,8043,31093,23459,15281,5865,37223,27495,17518,7772,
营业成本(万元),1424,0,34102,34101,2496,0,1256,0,0,0,469,308,330,442,4247,2901,1644,446,3679,1923,976,240,2140,1652,1414,4227,15215,8733,4829,2317,21120,9505,6206,1815,13102,10759,7207,2712,19159,21586,16049,6548,23607,18514,12091,4577,27552,21427,13486,5939,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,
