报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),420518,1683196,1297565,860230,340060,1588240,1015658,646720,270425,1087028,728780,222079,43453,527881,363257,206791,73705,450127,317070,197750,83309,777175,524441,278987,544069,457094,372071,
营业收入(万元),420518,1683196,1297565,860230,340060,1588240,1015658,646720,270425,1087028,728780,222079,43453,527881,363257,206791,73705,450127,317070,197750,83309,777175,524441,278987,544069,457094,372071,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),420739,1670480,1289778,857321,338622,1581447,1014314,644590,269916,1106978,736917,227285,46000,527097,362474,206288,73461,455062,321948,201222,85021,769499,518571,274308,533961,448049,363959,
营业成本(万元),417000,1664222,1286881,856149,338490,1571449,1006138,638762,266222,1089546,728754,222248,43971,518429,356089,202307,71712,442525,313144,195432,83108,751534,505752,266111,517323,433165,351050,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),360,759,507,51,26,321,65,30,18,185,57,38,15,240,178,114,49,325,143,80,39,788,587,367,844,805,609,
销售费用(万元),852,1917,1312,916,493,2063,1677,1005,644,2890,1971,1374,644,2700,2031,1362,479,7019,4804,3223,1094,9214,6641,3998,9665,9828,9719,
管理费用(万元),1601,5140,3422,2393,1042,3127,2195,1647,946,4093,2522,1542,831,3239,2327,1479,736,2932,2216,1477,599,2648,1614,1072,2248,1846,1617,
财务费用(万元),-989,-3024,-3268,-2339,-1394,2887,4540,3005,2102,3634,2154,881,355,1892,1576,988,452,2662,2167,1555,769,4427,3368,2208,3764,2385,1086,
资产减值损失(万元),1914,1465,925,150,-34,1599,-300,142,-17,6628,1461,1200,184,597,273,38,32,-401,-526,-545,-588,889,609,552,118,20,-122,
公允价值变动收益(万元),1850,-1386,-948,-1071,-124,261,81,-1088,385,46,-15,521,-137,--,-117,-184,-3,--,498,-9,-10,--,--,--,--,--,--,
投资收益(万元),455,-3556,-1824,1593,621,-3607,-760,-42,-66,3777,1366,-638,208,19,30,131,42,-447,-1302,-25,0,-113,-113,-115,262,376,-108,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
