报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),15726,80427,35998,15741,6200,75232,34730,23451,8399,55476,39164,27556,10859,73521,42065,36505,13133,86467,55252,38517,11693,91738,55798,36578,9556,84789,60556,35384,9463,74665,46116,31182,64528,65798,55141,
营业收入(万元),15726,80427,35998,15741,6200,75232,34730,23451,8399,55476,39164,27556,10859,73521,42065,36505,13133,86467,55252,38517,11693,91738,55798,36578,9556,84789,60556,35384,9463,74665,46116,31182,64528,65798,55141,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),17114,98542,47502,22880,8232,84292,34435,23510,8641,73887,39742,26369,11437,70472,39155,33941,12634,81098,51888,35038,11045,82155,48572,31229,8965,74014,51387,28211,8603,60757,36855,24189,52413,52520,47069,
营业成本(万元),13743,70341,32268,12840,4092,61219,23941,15779,5410,44257,29345,20690,8600,54610,31406,28011,10047,60777,40528,27724,7735,59835,35679,23644,5766,56059,40100,21770,5123,44493,27576,19025,39376,41071,38971,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),429,2682,892,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),141,698,476,354,97,500,323,235,109,851,365,282,210,235,151,96,12,418,252,188,20,593,301,212,34,943,201,91,27,843,353,117,841,587,399,
销售费用(万元),1086,5239,3186,2216,1162,4319,2755,1940,710,5034,3418,2206,1171,4209,2906,2030,962,6010,4093,2232,1166,6916,4115,2428,927,4942,2301,1199,550,4349,2583,899,3062,3077,2334,
管理费用(万元),1387,8053,6166,4622,2462,11011,6245,4258,2500,9248,5092,3275,1589,7430,4182,3017,1397,10629,5581,3921,1574,9971,5895,3556,1635,9597,7502,4629,2349,8336,4568,2713,6755,6115,4059,
财务费用(万元),599,2958,1756,1469,937,2877,2037,1260,637,1314,932,622,340,1699,1436,1083,621,2681,2024,1318,822,3794,2595,1827,603,2343,1655,955,554,2187,1536,984,1632,746,183,
资产减值损失(万元),-272,8571,2758,1379,-517,4367,-867,37,-727,13184,590,-707,-473,2289,-927,-297,-405,582,-590,-345,-271,1045,-13,-440,--,129,-373,-433,--,549,240,452,746,923,1124,
公允价值变动收益(万元),71,-65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),-216,21300,101,30,11,243,289,90,48,-98,-26,-115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
对联营企业和合营企业的投资收益(万元),-216,351,101,30,--,243,289,90,--,--,-26,-115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业利润(万元),-1180,8811,-10605,-6580,-1750,-7108,585,31,-194,-18509,-604,1072,-578,3049,2910,2564,500,5370,3363,3479,647,9583,7226,5350,591,10775,9169,7173,860,13908,9261,6993,12116,13278,8071,
营业外收入(万元),6,140,294,34,33,64,1196,757,304,3015,1664,1471,1046,2142,555,387,193,1356,1106,353,168,1081,783,563,160,1692,463,290,128,734,1875,395,1254,1028,402,
营业外支出(万元),52,783,182,75,16,347,318,297,37,105,38,25,25,120,106,62,30,175,115,38,17,578,241,214,44,68,100,66,1,296,82,36,132,32,76,
非流动资产处置损失(万元),--,--,--,--,--,--,1,1,0,8,5,5,5,72,63,29,--,24,7,4,--,63,3,2,--,38,--,--,--,196,23,--,7,13,53,
利润总额(万元),-1227,8169,-10492,-6622,-1732,-7390,1463,490,74,-15600,1022,2518,442,5072,3358,2890,663,6551,4354,3794,799,10087,7768,5699,708,12399,9532,7397,987,14346,11054,7352,13238,14274,8397,
所得税费用(万元),-76,2616,-826,-666,199,1705,1254,423,281,-1790,453,792,406,518,703,440,162,890,803,645,262,1641,1297,829,198,1805,1249,1014,128,2182,1474,920,1940,2148,1307,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
净利润(万元),-1151,5554,-9666,-5955,-1931,-9095,209,67,-207,-13810,569,1726,37,4553,2656,2450,500,5661,3551,3149,537,8446,6471,4870,510,10594,8283,6383,859,12164,9581,6432,11298,12126,7090,
归属于母公司所有者的净利润(万元),-928,6294,-9112,-5612,-1738,-8720,398,183,-161,-13738,663,1798,99,4469,2567,2395,484,5537,3444,3087,515,8331,6401,4818,483,10542,8232,6352,856,12104,9539,6411,11216,12080,7071,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,1260,
少数股东损益(万元),-222,-741,-554,-344,-193,-375,-189,-116,-46,-72,-94,-72,-62,85,89,55,17,125,107,62,22,115,69,52,27,52,51,31,3,60,42,21,82,46,19,
基本每股收益,-0.03,0.18,-0.26,-0.16,-0.05,-0.25,0.01,0.01,-0.01,-0.39,0.02,0.05,0,0.13,0.07,0.07,0.01,0.16,0.1,0.09,0.01,0.26,0.2,0.15,0.02,0.33,0.26,0.2,0.03,0.43,0.36,0.27,0.47,0.54,0.35,
稀释每股收益,-0.03,0.18,-0.26,-0.16,-0.05,-0.25,0.01,0.01,-0.01,-0.39,0.02,0.05,0,0.13,0.07,0.07,0.01,0.16,0.1,0.09,0.01,0.26,0.2,0.15,0.02,0.33,0.26,0.2,0.03,0.43,0.3,0.27,0.47,0.54,0.35,
