报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),95413,61289,105924,72761,118173,152190,142802,
营业收入(万元),95413,61289,105924,72761,118173,152190,142802,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),89527,57383,99411,68063,108206,143552,135298,
营业成本(万元),83422,54012,90169,61475,98866,134406,126360,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),235,169,308,281,420,338,192,
销售费用(万元),1110,753,1518,1009,1345,1906,1552,
管理费用(万元),3436,2025,4077,3180,4134,3997,3915,
财务费用(万元),1383,1020,2202,1678,3144,2765,2735,
资产减值损失(万元),41,-596,1137,440,296,140,544,
公允价值变动收益(万元),-411,-411,838,428,-428,-135,105,
投资收益(万元),445,445,-87,-254,-2522,-1324,-1909,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),5921,3940,7265,4872,7017,7180,5700,
营业外收入(万元),190,20,1498,98,119,112,450,
营业外支出(万元),87,2,1397,40,276,566,604,
非流动资产处置损失(万元),36,--,44,11,165,--,32,
利润总额(万元),6023,3958,7366,4930,6859,6725,5546,
所得税费用(万元),1352,853,1880,1363,1417,716,698,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),4671,3105,5485,3568,5442,6009,4848,
归属于母公司所有者的净利润(万元),4671,3105,5485,3568,5335,5596,4334,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,107,413,514,
基本每股收益,0.38,0.26,0.46,0.3,0.45,--,--,
稀释每股收益,0.38,0.26,0.46,0.3,0.45,--,--,
