报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),108746,87009,50784,24751,75566,51949,32099,15319,60048,42844,29196,13671,42752,28019,20033,10461,46561,33610,22520,10737,51112,35245,22979,9493,44578,31500,20624,7594,37772,25448,16120,6063,30171,21445,13784,4804,28637,20302,4740,28812,21500,
营业收入(万元),108746,87009,50784,24751,75566,51949,32099,15319,60048,42844,29196,13671,42752,28019,20033,10461,46561,33610,22520,10737,51112,35245,22979,9493,44578,31500,20624,7594,37772,25448,16120,6063,30171,21445,13784,4804,28637,20302,4740,28812,21500,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),100449,81517,47124,22455,70190,48485,29451,13693,55012,39741,26675,12073,41528,26239,18556,9548,41073,29575,19517,9373,43816,30113,19429,8142,37189,26417,17374,6639,32108,21552,13683,5548,25255,17988,11604,4320,24063,17144,4378,25305,18467,
营业成本(万元),73811,59980,34526,17136,47933,33576,20751,10252,35567,26288,17679,8264,28421,17848,12962,7226,29449,20809,14310,6790,31499,21767,13999,5441,26476,18861,12495,4607,22972,15397,9668,3824,17435,12258,7916,2838,17198,12541,3063,18163,13091,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),4968,3739,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),1068,856,527,267,1004,793,542,219,942,470,402,122,279,160,114,98,481,328,197,98,412,298,178,81,270,172,129,33,200,91,62,9,93,33,27,7,60,42,7,52,47,
销售费用(万元),11218,8038,5094,2169,7478,5014,2982,979,6214,4370,2709,1363,5005,3415,2092,746,5130,3391,2274,1229,5433,3415,2273,1532,4997,3692,2469,1274,4578,2786,1844,891,3811,2766,1880,804,3307,2115,620,3468,2686,
管理费用(万元),6562,5452,6010,2516,10470,7612,4486,1905,9748,7310,4899,2145,6671,4758,3485,1625,5953,5291,3080,1395,6261,4741,2993,1312,5547,3809,2624,975,4565,3455,2440,787,3809,2676,1390,640,3106,2059,626,3160,2286,
财务费用(万元),1439,1198,754,341,1018,676,498,269,1198,693,498,76,-8,-114,-157,-178,-531,-481,-423,-378,-273,-269,-108,15,-844,-663,-479,-261,-695,-427,-434,-16,-311,32,68,21,185,121,34,339,223,
资产减值损失(万元),1383,2254,213,25,2288,813,192,68,1344,611,487,105,1159,172,61,32,590,237,79,239,484,160,94,-239,742,546,136,11,488,249,103,55,418,224,323,10,207,266,27,123,135,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),1397,740,567,133,1121,206,18,-13,-12,-13,97,63,382,301,223,102,307,185,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),9703,6231,4228,2429,6497,3670,2666,1613,5024,3090,2619,1661,1606,2080,1700,1015,5794,4220,3081,1363,7296,5133,3550,1351,7389,5083,3250,955,5664,3896,2437,515,4915,3456,2180,483,4575,3158,362,3507,3033,
营业外收入(万元),2267,1378,740,219,1202,803,407,145,1272,685,244,108,604,353,247,160,642,528,374,171,478,365,228,110,371,236,214,82,566,451,356,258,595,325,300,174,331,230,163,137,308,
营业外支出(万元),146,97,18,5,333,56,42,5,115,41,10,5,275,25,20,--,218,23,20,--,88,28,25,29,127,81,31,31,204,61,35,1,189,95,33,11,54,72,0,42,63,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,32,--,--,--,--,--,--,--,0,--,--,--,11,--,--,--,10,--,--,--,17,--,19,--,6,--,--,0,0,--,0,0,12,
利润总额(万元),11823,7511,4949,2643,7366,4417,3031,1753,6181,3734,2852,1764,1935,2409,1927,1176,6219,4725,3434,1535,7686,5470,3752,1431,7633,5237,3433,1007,6026,4286,2758,771,5321,3686,2447,647,4851,3316,525,3601,3278,
所得税费用(万元),1489,1359,926,401,1126,611,446,252,1022,514,418,305,277,308,210,166,837,632,486,245,1096,793,587,233,1133,785,482,171,939,596,370,123,911,477,359,91,750,431,79,236,147,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),10334,6152,4024,2242,6240,3806,2585,1502,5159,3220,2435,1459,1658,2100,1717,1010,5382,4093,2948,1290,6589,4677,3165,1198,6500,4452,2951,836,5087,3690,2388,647,4410,3209,2087,555,4101,2885,447,3365,3131,
归属于母公司所有者的净利润(万元),10334,6152,4024,2242,6240,3806,2585,1502,5159,3220,2435,1459,1658,2100,1717,1010,5382,4093,2948,1290,6589,4677,3165,1198,6500,4452,2951,836,5087,3690,2388,647,4410,3209,2087,555,4101,2885,447,3365,3132,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,445,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
