报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),17876,12135,18832,13599,9506,15422,15894,8761,
营业收入(万元),17876,12135,18832,13599,9506,15422,15894,8761,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),13201,8679,13027,9291,6484,11585,9608,5283,
营业成本(万元),9200,6159,9345,6701,4692,7521,7338,3933,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),185,124,198,154,109,180,169,88,
销售费用(万元),986,651,969,721,525,589,314,140,
管理费用(万元),2691,1638,2528,1711,1141,3079,1748,1077,
财务费用(万元),87,41,-35,-10,-8,-5,3,2,
资产减值损失(万元),53,66,22,14,25,221,34,44,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),273,189,348,261,182,217,76,81,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),4948,3645,6153,4569,3204,4053,6363,3559,
营业外收入(万元),238,112,173,79,63,256,180,95,
营业外支出(万元),3,0,78,58,65,40,2,16,
非流动资产处置损失(万元),--,--,66,58,53,24,--,--,
利润总额(万元),5183,3757,6248,4590,3202,4269,6541,3638,
所得税费用(万元),830,579,891,650,461,745,934,520,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),4353,3178,5356,3939,2741,3524,5607,3117,
归属于母公司所有者的净利润(万元),4636,3334,5405,3951,2753,3536,5607,3117,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-283,-156,-48,-12,-13,-12,--,--,
基本每股收益,0.71,0.51,0.83,0.61,0.42,0.59,0.93,0.91,
稀释每股收益,0.71,0.51,0.83,0.61,0.42,0.59,0.93,0.91,
