报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),26028,94412,64344,41755,19153,41572,28861,18128,9967,36516,26460,17040,9116,35730,26420,17714,8724,28964,21261,13337,6186,23392,17029,11979,4606,25459,19040,7887,15097,14807,7594,
营业收入(万元),26028,94412,64344,41755,19153,41572,28861,18128,9967,36516,26460,17040,9116,35730,26420,17714,8724,28964,21261,13337,6186,23392,17029,11979,4606,25459,19040,7887,15097,14807,7594,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),24384,87245,58784,38519,18098,40207,29162,18598,9760,37613,27395,17873,9334,37167,26011,17215,8575,29228,20716,13134,6182,21898,14896,10054,4157,21273,15360,6362,12441,12673,6802,
营业成本(万元),18543,66443,44722,29164,13486,28162,20070,12644,6979,26250,19199,12351,6734,25874,18507,12643,6338,22182,16453,10459,5054,17390,12041,8194,3295,18177,13125,5521,10378,10218,5449,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
