报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),12706,74489,46809,23461,10194,50595,31618,19593,8426,38049,26827,14019,5598,38033,24024,13043,5707,32755,21845,12207,4888,29145,18293,10498,4499,23582,15593,8606,16723,5818,11202,8425,
营业收入(万元),12706,74489,46809,23461,10194,50595,31618,19593,8426,38049,26827,14019,5598,38033,24024,13043,5707,32755,21845,12207,4888,29145,18293,10498,4499,23582,15593,8606,16723,5818,11202,8425,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11707,59530,36913,19766,8695,41095,25730,16079,6963,32019,22233,11581,4508,28532,18047,10236,4510,24421,16070,9126,3727,21168,13186,7461,3347,17697,11641,6639,12907,4385,9300,7570,
营业成本(万元),6194,37771,23861,12533,5674,28491,17728,11022,4648,22381,15963,7755,3042,20889,12904,6893,3048,17841,11825,6602,2610,15764,10125,5848,2571,13326,8968,4997,10125,3500,7596,6345,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),184,1124,684,395,178,749,288,210,106,376,302,170,89,495,305,166,77,287,164,82,31,353,214,114,49,189,97,50,90,35,77,31,
销售费用(万元),2680,9866,5645,3272,1305,5717,3432,2119,1015,4332,3172,2010,736,4208,2927,1878,838,3607,2379,1402,727,3068,1830,945,489,2193,1311,806,1290,375,736,543,
管理费用(万元),2466,10405,6589,3895,1855,6458,4268,2740,1263,5008,2926,1716,782,3578,2311,1507,688,3218,2238,1350,605,2735,1705,1005,518,2252,1236,808,1346,466,848,728,
财务费用(万元),38,-675,-687,-635,-389,-815,-443,-317,-123,-869,-698,-473,-252,-1106,-841,-563,-306,-1085,-801,-561,-283,-1338,-1053,-714,-364,-459,-98,-37,-88,-2,-3,-1,
资产减值损失(万元),145,1039,819,306,73,495,456,304,53,791,568,404,112,468,441,355,166,552,265,250,36,585,366,263,85,196,127,15,144,11,45,-77,
公允价值变动收益(万元),-280,-1042,-1296,-984,-83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,6,
投资收益(万元),780,1772,999,365,71,842,818,545,373,1380,1003,655,305,724,526,442,250,368,84,--,--,--,--,--,--,--,--,--,--,--,139,-138,
对联营企业和合营企业的投资收益(万元),-8,178,20,27,60,84,73,70,67,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1611,19096,11266,3844,1487,10342,6707,4058,1837,7409,5597,3092,1395,10225,6502,3249,1446,8701,5860,3081,1161,7977,5106,3037,1152,5885,3952,1967,3815,1433,2048,723,
营业外收入(万元),340,806,475,414,532,2291,1237,397,58,1651,1010,620,110,1990,1463,165,9,3271,1986,1792,1449,1401,1317,1043,1043,684,434,249,704,74,35,25,
营业外支出(万元),5,23,38,22,19,8,8,3,0,1,0,0,--,58,5,3,--,21,21,21,11,2,2,1,1,4,0,0,3,0,1,6,
非流动资产处置损失(万元),--,--,22,19,17,5,5,--,--,0,0,--,--,2,1,--,--,0,0,0,--,1,1,1,1,0,0,0,3,0,1,3,
利润总额(万元),1945,19878,11703,4235,2001,12625,7936,4453,1895,9059,6607,3712,1505,12157,7960,3411,1455,11952,7825,4853,2600,9376,6422,4079,2194,6564,4385,2215,4516,1507,2082,742,
所得税费用(万元),244,2644,1553,827,469,1566,1050,661,266,1151,938,508,223,1475,999,556,235,1484,1054,586,244,1267,859,484,192,924,634,337,578,226,281,62,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
