报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),8903,5828,2570,17490,8209,1892,17,13763,6255,3855,33,19879,11839,6799,1032,19021,11346,6592,1375,17426,11618,5713,953,15551,9015,5292,993,12760,11043,8393,
营业收入(万元),8903,5828,2570,17490,8209,1892,17,13763,6255,3855,33,19879,11839,6799,1032,19021,11346,6592,1375,17426,11618,5713,953,15551,9015,5292,993,12760,11043,8393,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8237,5332,2536,14298,10351,5487,2148,13747,8885,5996,2318,18805,11633,7519,3021,17088,11266,6993,2628,13960,9315,5302,1988,11050,6821,4347,1460,8839,7605,5848,
营业成本(万元),2631,1845,665,5489,3678,793,24,4373,2120,1369,51,7081,2976,1774,393,5539,3358,1866,365,4642,2857,1389,194,4101,2010,1429,405,2988,2378,2206,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),30,20,2,57,8,4,--,42,2,2,--,1441,1076,604,58,1462,970,580,119,1473,1039,490,76,1303,737,417,69,1110,997,1095,
销售费用(万元),187,111,23,490,225,152,47,478,264,162,37,518,327,187,48,584,441,308,85,456,243,132,49,432,287,203,51,293,278,248,
管理费用(万元),2345,1379,829,3562,2866,2176,893,4064,2697,1847,963,4403,3238,2333,1376,5029,3363,2269,1129,4590,3347,2285,1304,4482,3170,1873,729,3555,3002,1652,
财务费用(万元),3049,2030,1054,4443,3340,2285,1185,4804,3625,2465,1267,5436,3851,2513,1146,4394,3102,1974,929,2785,1823,999,364,671,599,407,206,875,888,645,
资产减值损失(万元),-6,-52,-37,256,234,77,--,-13,176,151,--,-74,165,107,--,79,32,32,--,14,7,7,--,60,18,18,--,17,61,2,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),147,128,64,-12,31,9,41,40,6,-28,-14,-7,-79,-84,-4,203,152,134,7,45,12,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),147,128,64,-12,31,9,41,40,6,-28,-14,-7,-79,-84,-4,203,152,134,7,45,12,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1061,817,161,5803,-631,-2476,-2090,56,-2623,-2169,-2299,1067,128,-804,-1993,2136,232,-267,-1245,3512,2315,411,-1035,4501,2193,944,-468,3921,3438,2545,
营业外收入(万元),233,225,3,114,86,37,3,2660,2106,50,3,2787,1753,929,117,2838,1348,723,7,1424,379,41,1,1490,857,427,26,1145,1209,846,
营业外支出(万元),15,13,6,51,36,35,48,146,97,49,39,113,98,78,54,239,34,21,13,78,69,40,32,458,130,72,31,280,621,202,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,4,--,--,--,1,--,--,
利润总额(万元),1279,1028,158,5866,-581,-2474,-2135,2571,-615,-2168,-2335,3741,1782,48,-1930,4735,1546,435,-1251,4858,2624,412,-1067,5533,2920,1299,-473,4787,4026,3189,
所得税费用(万元),2,2,--,297,0,0,--,22,3,3,--,44,27,9,--,42,18,6,--,49,41,41,--,14,7,7,--,121,8,3,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1277,1027,158,5569,-581,-2474,-2135,2549,-618,-2171,-2335,3698,1756,38,-1930,4693,1528,429,-1251,4810,2583,370,-1067,5519,2914,1292,-473,4666,4018,3186,
归属于母公司所有者的净利润(万元),1284,1034,165,5549,-600,-2467,-2126,2557,-618,-2171,-2335,3705,1763,46,-1923,4699,1531,433,-1248,4813,2586,373,-1067,5521,2914,1296,-469,4667,3983,3186,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-7,-7,-7,20,19,-7,-9,-8,0,0,0,-8,-8,-8,-8,-6,-4,-4,-3,-3,-3,-3,1,-2,-4,-4,-4,-1,35,-0,
基本每股收益,0.05,0.04,0.01,0.4,-0.04,-0.18,-0.15,0.18,-0.04,-0.16,-0.17,0.27,0.13,0,-0.14,0.34,0.11,0.03,-0.09,0.35,0.19,0.03,-0.08,0.45,0.24,0.12,-0.05,0.45,0.38,0.31,
稀释每股收益,0.05,0.04,0.01,0.4,-0.04,-0.18,-0.15,0.18,-0.04,-0.16,-0.17,0.27,0.13,0,-0.14,0.34,0.11,0.03,-0.09,0.35,0.19,0.03,-0.08,0.45,0.24,0.12,--,0.45,0.38,0.31,
