报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),6129600,22089700,16570300,11266600,5707500,20902500,16029100,11291900,5825200,20147100,15622400,10413500,5074700,16586300,12502700,8426000,4087100,13260400,9753100,6405700,3084900,11336700,8518100,5711900,2838500,9615700,7029000,4605600,2232300,7137700,5129800,3293400,1562000,5144600,3783200,2467300,1193500,5530800,4252400,2875000,1371200,4095800,2817300,1748800,780600,2477100,1695900,1091000,505000,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,0,0,0,--,--,0,--,--,--,--,
利息收入(万元),6458900,24200500,17800800,11639300,5706000,21548100,16193000,10885700,5588100,23472200,17689700,11835900,5971900,22283400,16534500,10627700,5049100,17349500,12567900,8038300,3858400,15010100,11205400,7381900,3600600,12124500,8720600,5508200,2616200,8451300,6084700,3922600,1879400,6583800,4833300,3150200,1597800,7263500,5414600,3577800,1747800,5158500,3554600,2228400,1061100,3399000,2389000,1527000,724100,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,0,0,0,--,--,0,--,--,--,--,
手续费及佣金收入(万元),2036300,6990800,5359900,3752600,2000100,6600300,5264000,3999100,2086600,5779800,4813100,3324000,1665400,4854300,3680000,2533500,1240400,3136500,2321100,1508300,690300,2116700,1568600,1041100,515200,1692400,1275600,874600,421600,1240900,894400,583600,262500,915300,703800,458800,198300,877600,656700,453400,211900,725800,492000,301200,110700,298800,205200,132200,55800,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,0,0,0,--,--,0,--,--,--,--,
其他业务收入(万元),104300,351300,196400,121400,58200,126600,112200,69600,32300,48200,53700,42800,14600,63000,46900,30600,15500,57600,44700,41000,--,--,39100,25000,--,--,--,18100,--,--,0,0,8600,--,36700,24900,9700,--,0,0,0,0,--,--,0,--,--,--,--,
营业总成本(万元),3202400,13035700,9178400,6309000,3175100,13130700,9377400,6789900,3455700,12722300,9263700,6099700,2814600,9309400,6515300,4424500,2121800,6469300,4544100,2936400,1377300,5425400,3946700,2643600,1297500,4954400,3355600,2204500,1077000,3841300,2497700,1598000,801700,2953300,2153700,1464300,655700,2889600,1799400,1169800,540000,2004300,1154800,696800,317800,1478200,776400,484800,224800,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,--,--,0,0,0,0,--,--,0,--,--,--,--,
利息支出(万元),2665000,9715300,7062300,4549700,2214600,8088600,6120800,4138000,2157500,9799300,7573800,5225500,2633000,11083400,8307800,5241900,2430800,7458200,5310700,3294200,1554000,6172700,4626400,3017800,1445800,4493800,3158200,1936600,880500,2743700,1997800,1288300,628000,2547400,1932600,1287900,649700,2575000,1834600,1165300,560500,1768300,1218200,758800,378600,1248100,920300,584200,281500,
