报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),23916,16583,5406,28336,17948,13752,4532,21881,23980,24414,22605,20289,
营业收入(万元),23916,16583,5406,28336,17948,13752,4532,21881,23980,24414,22605,20289,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),18477,12707,4933,22835,14757,10657,4049,18058,18933,16979,15396,13771,
营业成本(万元),13635,9798,3731,17807,11368,8399,3045,13314,13290,11887,10805,10098,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),786,483,144,691,320,238,26,292,306,245,267,251,
销售费用(万元),1190,705,222,1075,625,401,127,683,1125,1529,1386,1211,
管理费用(万元),1825,1040,540,2124,1578,1073,528,2449,2929,2578,2144,2058,
财务费用(万元),898,603,293,1130,822,551,303,1320,1375,661,564,396,
资产减值损失(万元),143,78,3,7,44,-5,21,1,-91,80,228,-242,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,44,--,-1222,-996,-194,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,-765,-352,-112,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6418,4477,473,5501,3191,3094,483,3868,5046,6213,6214,6324,
营业外收入(万元),11,9,348,1315,1045,754,484,1172,1286,1212,1004,236,
营业外支出(万元),21,18,21,353,313,217,263,956,1178,89,217,162,
非流动资产处置损失(万元),--,--,--,134,73,39,--,13,44,--,14,0,
利润总额(万元),6408,4468,799,6463,3923,3631,704,4084,5154,7336,7000,6397,
所得税费用(万元),1504,1082,137,1447,859,841,188,623,1518,1963,1784,1877,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4903,3386,663,5017,3064,2791,516,3461,3636,5373,5216,4520,
归属于母公司所有者的净利润(万元),4905,3386,664,5020,3054,2792,518,3464,3674,5378,5159,4274,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-2,-0,-1,-3,9,-2,-1,-3,-37,-5,57,247,
基本每股收益,0.23,0.17,0.04,0.28,0.17,0.16,0.03,0.19,0.2,0.3,0.29,--,
稀释每股收益,0.23,0.17,0.04,0.28,0.17,0.16,0.03,0.19,0.2,0.3,0.29,--,
