报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),56558,194885,125747,80893,36906,109147,67136,42229,17901,59178,38926,23742,11107,24532,19085,12786,6604,17501,15280,12207,6316,50254,40823,33610,23062,82350,59902,37983,18157,17622,
营业收入(万元),56558,194885,125747,80893,36906,109147,67136,42229,17901,59178,38926,23742,11107,24532,19085,12786,6604,17501,15280,12207,6316,50254,40823,33610,23062,82350,59902,37983,18157,17622,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),42075,161629,104337,69140,30913,94739,56540,36122,15875,48692,31123,18742,9125,18945,14606,9689,5064,13781,11816,9109,4207,30877,23340,18987,12771,50988,37097,22501,12380,10635,
营业成本(万元),34290,120137,81376,53575,23727,66722,42522,26697,11626,32795,22095,14441,7736,14895,11090,7305,3836,8791,8069,6308,3222,22765,18254,15065,10615,39202,29219,16942,7569,9058,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),520,3102,1734,991,464,1367,561,304,131,499,247,73,11,284,187,84,22,243,194,144,73,434,351,274,117,901,613,312,89,121,
销售费用(万元),846,3730,2418,1370,622,2160,1553,924,445,1195,626,234,94,513,398,215,92,440,289,189,75,584,464,335,136,1032,717,428,177,127,
管理费用(万元),6374,25109,16218,10672,4806,16003,10420,6735,3185,12511,7853,3776,1547,6102,4107,2899,1365,6005,4721,2872,1308,7220,4939,3559,1925,8194,5106,4336,4009,1136,
财务费用(万元),39,-290,-309,-254,-176,387,470,344,91,-342,-675,-794,-471,-2583,-1932,-1304,-655,-2963,-2231,-1474,-749,-1804,-1067,-308,-27,77,78,67,146,169,
资产减值损失(万元),5,9841,2900,2786,1470,8100,1014,1118,397,2034,977,1013,206,-267,757,488,402,1265,773,1070,279,1679,399,63,4,1581,1365,417,390,25,
公允价值变动收益(万元),-10,-3543,-2550,-1729,--,4384,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),545,5633,3629,2561,291,313,1065,1063,5,252,241,171,113,337,289,258,168,159,51,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),12,-6,-6,-12,-3,-6,-2,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),15414,42833,26229,14372,6285,19105,11661,7170,2030,10738,8044,5170,2094,5924,4769,3355,1709,3879,3515,3098,2109,19377,17483,14624,10292,31362,22805,15482,5777,6986,
营业外收入(万元),21,114,847,564,533,3152,2645,1341,787,1973,633,347,165,1177,659,208,156,1252,906,336,33,1008,758,225,194,6323,2194,1508,890,1315,
营业外支出(万元),51,55,213,191,73,412,308,276,28,407,261,238,221,156,100,77,66,40,124,117,17,195,135,110,92,153,108,79,27,38,
非流动资产处置损失(万元),--,--,57,50,--,57,23,23,--,19,6,3,--,--,--,--,--,0,--,--,--,74,74,74,--,4,4,4,4,6,
利润总额(万元),15385,42893,26863,14746,6745,21845,13998,8235,2789,12304,8415,5280,2039,6944,5327,3485,1799,5090,4297,3317,2125,20191,18107,14739,10394,37532,24891,16911,6640,8264,
所得税费用(万元),2118,5735,2733,1285,976,3445,1848,1232,427,983,1193,767,305,513,464,347,254,794,781,710,283,2829,2996,2737,2215,4882,3657,4243,616,276,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),13267,37158,24130,13460,5769,18400,12150,7003,2362,11321,7222,4513,1734,6431,4864,3139,1545,4297,3516,2607,1842,17362,15111,12002,8179,32651,21234,12667,6024,7987,
归属于母公司所有者的净利润(万元),13543,38664,25310,14170,6077,20375,12958,7531,2569,10461,7186,4554,1762,6581,5028,3235,1572,4339,3518,2607,1842,17362,15111,12002,8179,32651,21234,12667,6024,7987,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-276,-1507,-1180,-709,-308,-1975,-807,-528,-207,860,36,-41,-28,-150,-165,-96,-27,-42,-2,--,--,--,--,--,--,--,--,--,--,--,
