报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),206679,133134,57271,227747,164075,105403,45183,223175,209324,185619,177337,
营业收入(万元),206679,133134,57271,227747,164075,105403,45183,223175,209324,185619,177337,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),189005,122332,53732,210447,150149,97139,42805,207042,192412,174247,162831,
营业成本(万元),150982,97918,44383,164960,119641,76229,34209,164644,153551,139341,132033,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3638,2212,1073,3715,1898,1289,567,2267,1944,1848,2047,
销售费用(万元),14855,9256,3177,17687,10943,7431,2287,16382,14118,9670,8197,
管理费用(万元),14249,9430,4478,20759,15949,10498,4977,20429,19541,19789,17800,
财务费用(万元),2344,1553,822,2177,1814,1370,765,1809,2379,2555,2523,
资产减值损失(万元),2936,1963,-200,1149,-95,323,0,1511,879,1045,231,
公允价值变动收益(万元),0,--,--,--,-99,-304,--,71,-619,548,--,
投资收益(万元),4107,2274,1293,6106,1769,-564,266,-4148,1330,1797,286,
对联营企业和合营企业的投资收益(万元),3854,--,--,5980,1769,-564,--,-4148,1330,1797,254,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),21781,13076,4833,23407,15596,7397,2643,12056,17623,13716,14791,
营业外收入(万元),1208,930,265,4136,3359,2911,1411,2560,1495,951,1446,
营业外支出(万元),13,12,0,17,7,2,2,614,34,503,729,
非流动资产处置损失(万元),--,--,--,1,--,--,--,611,3,443,707,
利润总额(万元),22977,13994,5098,27527,18948,10306,4052,14002,19084,14164,15508,
所得税费用(万元),3167,2014,645,3917,3202,2093,852,3713,3162,3134,3928,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),19809,11980,4453,23609,15746,8213,3199,10289,15922,11031,11581,
归属于母公司所有者的净利润(万元),17776,10864,3993,21015,13916,7027,2736,8082,13528,9357,11426,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2034,1116,460,2595,1830,1186,464,2207,2393,1673,154,
基本每股收益,0.63,0.38,0.14,0.99,0.65,0.33,0.13,0.38,0.63,0.45,0.56,
稀释每股收益,0.63,0.38,0.14,0.99,0.65,0.33,0.13,0.38,0.63,0.45,0.56,
