报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),96975,54533,107291,74295,41293,89305,70813,57005,42210,
营业收入(万元),96975,54533,107291,74295,41293,89305,70813,57005,42210,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),88392,50583,94599,66110,36804,76069,59648,50625,34269,
营业成本(万元),65945,36772,68136,46795,25449,54430,43326,32291,23984,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),786,409,897,600,303,712,389,347,205,
销售费用(万元),12525,7574,15457,10721,5985,11852,8295,7832,5370,
管理费用(万元),7061,4482,9107,6367,3950,7877,6348,9357,4643,
财务费用(万元),64,0,232,199,205,584,560,752,299,
资产减值损失(万元),2011,1347,772,1428,911,614,729,46,-232,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),1,1,0,--,--,--,-18,-108,17,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,-67,-54,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),8622,3976,12692,8185,4490,13236,11147,6271,7958,
营业外收入(万元),485,431,1488,340,335,430,611,529,120,
营业外支出(万元),2,0,114,41,36,114,12,111,88,
非流动资产处置损失(万元),0,0,64,36,--,101,0,--,--,
利润总额(万元),9105,4408,14066,8484,4788,13552,11746,6689,7991,
所得税费用(万元),1347,779,1826,1058,549,1898,1878,1465,1341,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),7758,3628,12240,7427,4239,11653,9868,5224,6649,
归属于母公司所有者的净利润(万元),7758,3628,12240,7427,4239,11653,9868,5224,6649,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.53,0.25,0.84,0.51,0.29,0.8,0.68,0.39,0.49,
稀释每股收益,0.53,0.25,0.84,0.51,0.29,0.8,0.68,0.39,0.49,
