报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,
营业总收入(万元),367238,193708,125965,56612,326183,168660,98923,40988,253763,123127,93024,46934,316361,186675,122222,71614,376532,262461,54409,16452,194386,61084,30446,11182,120812,38947,27265,2546,114177,59548,40836,12874,93164,56759,36480,16773,175975,83660,56383,22467,114891,57432,36861,16712,86873,54302,27302,4946,88181,48149,23147,4052,80079,
营业收入(万元),367238,193708,125965,56612,326183,168660,98923,40988,253763,123127,93024,46934,316361,186675,122222,71614,376532,262461,54409,16452,193531,61084,30446,11182,120812,38947,27265,2546,114177,59548,40836,12874,93164,56759,36480,16773,175975,83660,56383,22467,114891,57432,36861,16712,86873,54302,27302,4946,88181,48149,23147,4052,80079,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,855,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
营业总成本(万元),335320,185533,119914,54157,299725,158991,94623,38571,235533,117396,86392,46018,319657,194391,129903,74525,377652,267303,62411,20768,149236,77798,40767,15898,112366,64790,45801,11834,138950,84750,57373,20522,117503,74165,47354,18193,165880,81218,55538,21581,113224,58175,35461,14571,83559,51921,27021,4389,84850,46124,22346,3824,77080,
营业成本(万元),312141,175313,114433,52620,285116,150194,88147,36238,215446,105121,78170,41937,282241,170406,112184,65831,326993,230043,41833,13077,104080,48090,20017,5817,62196,32787,23080,2433,95810,51863,35789,11050,80596,49869,32861,15056,151749,74672,51496,19854,105316,53238,32440,13047,76738,47151,23978,3329,77976,42059,20054,2969,70823,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
研发费用(万元),14826,5937,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
营业税金及附加(万元),1172,588,543,204,1488,807,523,376,3623,2423,2265,1780,9073,4961,3201,2048,9582,5963,1505,351,7145,1202,741,409,4694,923,637,31,1755,742,527,177,1853,1174,700,255,3614,1083,504,223,1165,505,316,340,1901,1180,634,130,1763,992,406,84,1820,
销售费用(万元),599,290,161,75,829,549,72,39,344,204,80,14,415,179,62,18,715,411,194,18,530,328,114,19,471,326,219,44,651,300,158,26,190,82,39,13,294,166,74,18,65,28,26,6,95,45,30,0,98,43,30,1,43,
管理费用(万元),6790,4142,5411,2138,12068,7478,5137,2120,13449,7627,5196,2320,17061,8884,5432,2887,17219,13493,6761,1899,11280,6802,4639,1766,9781,7190,5574,1547,8924,6838,4016,1384,7636,4469,2738,788,6926,3237,2125,920,4955,2424,1695,803,3387,2668,1790,775,3133,2111,1475,542,2202,
财务费用(万元),-1366,-439,-199,-252,-794,-216,312,80,2989,3072,1392,469,11041,10146,9357,4722,21841,16517,11484,5934,25950,21097,15244,8164,34311,22637,15473,8005,32691,24579,16445,7885,27244,19211,11656,2081,2392,1954,1229,564,2688,2022,1015,376,1297,669,381,156,925,765,532,228,832,
资产减值损失(万元),1157,-300,-436,-628,1018,178,431,-284,-318,-1050,-711,-501,-174,-185,-333,-981,1301,876,633,-511,-12,279,12,-277,913,927,818,-226,-880,427,437,--,-16,-640,-640,--,905,106,110,--,-963,-42,-30,--,140,208,208,0,954,153,-152,--,1361,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
投资收益(万元),22788,16638,12175,6032,20538,16486,13954,6005,34798,28980,16992,8966,60212,42406,29621,13235,54290,40657,26522,13682,61722,45961,30300,15734,72234,53950,60610,3315,64183,62436,60365,1403,68280,66381,63273,998,7540,3703,2472,817,9715,8105,3013,1470,9378,7540,6185,5367,6151,4764,3408,750,3649,
对联营企业和合营企业的投资收益(万元),7760,5298,4051,2407,6797,5680,3550,1658,6441,4321,1919,1205,5477,3972,3269,1422,5013,4118,2501,1272,4220,3194,1972,802,3464,2785,2045,1194,2554,2606,1740,961,3258,3404,1501,707,2834,2584,2130,721,4756,4261,1674,1167,5189,5592,0,4677,1922,1861,0,404,1302,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
营业利润(万元),54738,24820,18226,8486,47017,26155,18254,8423,53028,34711,23625,9882,56916,34690,21940,10323,53170,35815,18520,9366,106872,29246,19978,11018,80681,28107,42074,-5974,39409,37235,43827,-6245,43942,48976,52399,-421,17635,6145,3316,1703,11382,7362,4413,3611,12692,9921,6466,5924,9483,6789,4209,978,6647,
营业外收入(万元),1683,1429,1342,644,1734,1502,105,38,333,120,46,12,4779,4696,1540,22,3820,3672,3653,149,2143,1983,1799,7,3783,3444,3401,2054,2163,1687,1128,5,1956,1517,1519,240,2969,2608,2308,252,1329,932,779,28,809,726,705,77,484,449,435,--,417,
营业外支出(万元),137,78,7,11,122,97,29,9,274,68,67,0,306,168,72,70,176,149,2,1,344,95,38,--,146,10,8,4,270,85,0,--,410,144,173,--,288,39,14,1,224,42,2,1,280,26,23,12,814,51,3,3,28,
非流动资产处置损失(万元),--,--,--,--,--,21,21,1,14,2,1,0,153,28,2,0,97,93,2,--,243,2,1,--,20,10,8,4,215,--,--,--,--,--,163,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,
利润总额(万元),56284,26171,19561,9119,48629,27559,18330,8452,53087,34764,23604,9894,61389,39218,23408,10275,56814,39338,22170,9514,108671,31134,21740,11025,84318,31541,45467,-3924,41302,38837,44954,-6240,45488,50348,53745,-182,20317,8715,5610,1955,12487,8252,5190,3637,13220,10621,7149,5990,9152,7187,4641,975,7037,
所得税费用(万元),10130,4306,3109,1633,9590,4566,2906,1306,12707,8386,6352,2434,13363,8798,5291,2590,12102,8832,5238,2389,26575,7642,5462,2873,20578,7393,11013,-1084,9234,9722,10934,-1713,9262,10527,11900,-258,3875,1213,694,234,1314,770,908,644,1687,936,306,212,1588,1139,860,135,1351,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,
净利润(万元),46155,21865,16452,7486,39039,22993,15424,7145,40379,26378,17252,7459,48026,30420,18117,7685,44712,30505,16932,7125,82096,23492,16277,8152,63740,24147,34454,-2840,32069,29115,34020,-4528,36226,39821,41845,76,16442,7501,4916,1720,11174,7482,4282,2994,11534,9685,6842,5778,7564,6048,3781,840,5686,
归属于母公司所有者的净利润(万元),45289,21487,16223,7324,37136,21753,14853,6845,35911,22700,14463,5977,37916,22849,14433,5973,35271,23749,12412,5187,49350,16029,11296,5534,35913,14892,19457,-803,20493,16287,19343,-2288,22831,24532,24655,521,15942,7251,4858,1704,11146,7343,4270,3010,11234,9524,6735,5712,7403,5992,3753,870,5645,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2635,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
少数股东损益(万元),866,378,228,161,1904,1240,571,300,4468,3678,2789,1482,10110,7570,3684,1712,9441,6756,4520,1938,32746,7463,4981,2618,27827,9255,14997,-2037,11576,12828,14677,-2240,13395,15289,17190,-445,500,250,58,17,28,139,12,-16,300,161,108,66,161,56,28,-30,41,
基本每股收益,0.47,0.22,0.17,0.11,0.54,0.31,0.21,0.1,0.52,0.33,0.21,0.09,0.55,0.33,0.21,0.09,0.51,0.34,0.18,0.07,0.75,0.25,0.18,0.1,0.72,0.3,0.39,-0.02,0.49,0.39,0.56,-0.07,0.66,0.71,0.71,0.02,0.46,0.21,0.14,0.05,0.39,0.28,0.19,0.13,0.5,0.42,0.3,0.25,0.33,0.27,0.17,0.04,0.25,
稀释每股收益,0.47,0.22,0.17,0.11,0.54,0.31,0.21,0.1,0.52,0.33,0.21,0.09,0.55,0.33,0.21,0.09,0.51,0.34,0.18,0.07,0.75,0.25,0.18,0.1,0.72,0.3,0.39,-0.02,0.49,0.39,0.56,-0.07,0.66,0.71,0.71,0.02,0.46,0.21,0.14,0.05,0.39,0.28,0.19,0.13,0.5,0.42,0.3,0.25,0.33,0.27,0.17,0.04,0.25,
