报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),228351,147722,60528,386670,234475,187202,100915,441450,288975,224501,114722,377298,274623,107929,51466,305036,173495,98584,34264,252915,159045,76759,30869,278378,158669,98492,32126,125439,85696,56877,30127,52535,42751,26110,853,51961,29296,12869,3094,50610,27046,18011,3752,52469,28951,18018,5998,90171,61696,44486,32460,
营业收入(万元),228351,147722,60528,386670,234475,187202,100915,441450,288975,224501,114722,377298,274623,107929,51466,305036,173495,98584,34264,252915,159045,76759,30869,278378,158669,98492,32126,125439,85696,56877,30127,52535,42751,26110,853,51961,29296,12869,3094,50610,27046,18011,3752,52469,28951,18018,5998,90171,61696,44486,32460,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),231114,151927,63119,432438,243662,192060,102638,452404,287976,224180,114653,370648,275869,109740,53867,300387,173528,99844,34778,245608,157085,77268,31379,274295,158311,97985,32055,123311,84279,56746,30014,51734,43356,26958,1215,55128,29939,13345,3594,52754,27758,18473,3759,58339,32011,20784,6845,88923,63059,45698,32487,
营业成本(万元),214132,140607,57127,366670,224446,180241,97140,408840,272950,214778,110089,349847,263571,101606,50220,283809,166795,95630,32519,234626,152119,74278,29874,269006,156004,96619,31493,120210,83806,56494,29927,52261,42565,26115,811,50289,28851,12570,2753,44463,24169,16170,2968,46841,26181,16163,5572,84129,58500,42184,31358,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
