报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),53383,35407,16652,78229,52635,35049,14218,74729,82872,75716,59856,
营业收入(万元),53383,35407,16652,78229,52635,35049,14218,74729,82872,75716,59856,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),48492,31868,14840,67672,46090,30050,13180,68034,72144,67140,52790,
营业成本(万元),34713,22986,10626,48627,32517,21753,9474,48918,53767,51538,41544,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),529,349,193,800,412,263,125,694,805,660,486,
销售费用(万元),8194,5214,2525,10831,8161,5170,2247,10363,10254,8552,5779,
管理费用(万元),4967,3443,1501,6489,4650,2882,1347,6673,6868,5600,4690,
财务费用(万元),-154,-170,-115,-252,-143,-185,-67,-180,-196,419,87,
资产减值损失(万元),244,46,111,1177,493,166,54,1566,646,371,204,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),430,286,151,646,462,265,136,660,759,493,138,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5321,3825,1964,11203,7007,5264,1174,7355,11487,9068,7204,
营业外收入(万元),305,251,138,549,498,295,46,372,658,391,258,
营业外支出(万元),41,28,2,82,75,62,--,27,65,51,20,
非流动资产处置损失(万元),4,4,--,0,--,--,--,5,37,24,0,
利润总额(万元),5585,4048,2100,11670,7430,5497,1220,7700,12079,9408,7441,
所得税费用(万元),943,687,341,1843,1274,878,212,1133,1961,1360,1047,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4642,3361,1759,9827,6156,4620,1008,6566,10118,8047,6394,
归属于母公司所有者的净利润(万元),4648,3362,1763,9828,6165,4628,1008,6585,10105,8070,6415,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-6,-1,-4,-1,-9,-8,-0,-18,13,-23,-21,
基本每股收益,0.15,0.11,0.07,0.39,0.25,0.18,0.04,0.26,0.42,0.34,0.59,
稀释每股收益,0.15,0.11,0.07,0.39,0.25,0.18,0.04,0.26,0.42,0.34,0.59,
