报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),31887,19584,8884,38994,27232,17359,7577,26955,21778,14531,10108,
营业收入(万元),31887,19584,8884,38994,27232,17359,7577,26955,21778,14531,10108,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),29145,17956,8332,34959,24708,16053,7126,24335,19316,12767,9266,
营业成本(万元),21759,13475,6173,26380,18595,11706,5213,17469,13790,9033,6165,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),211,133,63,223,151,107,37,162,134,103,75,
销售费用(万元),3945,2223,1068,4131,2797,2092,1072,3541,2965,1612,797,
管理费用(万元),3251,1962,965,4051,2857,1900,862,2996,2374,1956,2100,
财务费用(万元),-372,-187,-15,24,16,12,-40,11,25,31,73,
资产减值损失(万元),352,351,79,150,292,235,-19,156,29,32,56,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,84,84,84,--,175,70,48,25,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2742,1628,552,4119,2608,1390,452,2796,2531,1813,867,
营业外收入(万元),1237,636,207,2015,1249,826,168,1415,1065,987,682,
营业外支出(万元),1,1,--,26,23,16,8,29,26,15,11,
非流动资产处置损失(万元),--,--,--,2,--,2,--,2,4,1,0,
利润总额(万元),3979,2263,759,6109,3834,2200,612,4181,3571,2784,1538,
所得税费用(万元),561,312,108,886,501,308,92,631,514,418,222,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3418,1951,652,5223,3333,1892,520,3549,3057,2366,1316,
归属于母公司所有者的净利润(万元),3418,1951,652,5223,3333,1892,520,3549,3057,2366,1316,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.42,0.25,0.08,0.8,0.51,0.29,0.08,0.55,0.67,0.55,0.34,
稀释每股收益,0.42,0.25,0.08,0.8,0.51,0.29,0.08,0.55,0.67,0.55,0.34,
