报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),144588,100679,51874,193392,118928,78518,35399,144659,83703,54827,26734,151745,88214,60017,26197,156605,98504,71509,31845,142267,92939,65934,33218,120003,80648,56613,26881,125191,81131,55451,29846,85514,49513,34742,18861,63094,38192,14273,62153,50183,
营业收入(万元),144588,100679,51874,193392,118928,78518,35399,144659,83703,54827,26734,151745,88214,60017,26197,156605,98504,71509,31845,142267,92939,65934,33218,120003,80648,56613,26881,125191,81131,55451,29846,85514,49513,34742,18861,63094,38192,14273,62153,50183,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业总成本(万元),133210,90074,45899,184421,108922,69737,30977,133559,77256,48529,23036,133165,80737,53538,22563,138424,90966,64499,28078,131439,87074,60540,30378,113396,75394,51317,24346,111936,72656,49903,27289,75248,44423,31311,17231,55789,35118,13576,56052,44801,
营业成本(万元),77886,54780,27737,107945,63023,41859,18127,73184,42737,26147,13707,79221,46597,31709,13606,85150,54861,40947,17595,79398,52012,36830,18286,67903,45170,31591,15300,69566,46108,31156,17171,50768,28995,21405,11757,40211,24199,9805,41598,33348,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
研发费用(万元),4439,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业税金及附加(万元),1641,889,570,2273,1407,1136,182,1911,486,277,141,1547,718,318,97,1617,931,585,364,1093,702,507,233,840,578,404,353,1199,537,401,199,411,218,177,110,494,313,164,415,220,
销售费用(万元),43991,28510,14237,62286,36364,21376,10652,49990,28057,18478,8014,42153,27268,17436,7412,41837,28407,18345,7576,39909,29091,19832,10251,38258,25083,16275,7515,35693,22541,15884,8587,19716,12480,7809,4412,11910,8337,2760,11146,9303,
管理费用(万元),2689,4389,2339,8011,5858,4095,2074,7403,5479,3513,1369,8114,6010,3656,1554,10092,7079,4959,2615,9016,4673,2671,1248,5576,4030,2626,1121,4713,2930,1962,1029,4109,2234,1367,689,2378,1616,529,2086,1577,
财务费用(万元),2034,1237,671,2632,1737,888,342,512,236,93,27,-43,-162,-83,-77,-139,-47,-100,54,374,297,220,124,471,181,34,-121,-150,-108,-122,-96,-48,160,274,218,596,496,258,809,371,
资产减值损失(万元),531,268,344,1275,532,382,-401,559,261,21,-223,2172,306,502,-28,-134,-265,-237,-125,1649,298,480,235,348,352,387,179,917,649,622,399,293,337,278,45,200,157,60,-3,-18,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-0,-0,0,0,0,
投资收益(万元),--,--,--,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,827,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,3,4,0,-0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业利润(万元),11790,11035,5975,9663,10006,8782,4422,11100,6448,6298,3697,18580,7477,6479,3634,18181,7538,7009,3767,11654,5865,5394,2840,6607,5254,5296,2535,13254,8475,5548,2557,10266,5090,3431,1630,7308,3078,697,6102,5382,
营业外收入(万元),40,25,147,159,690,236,107,1262,537,282,80,321,374,340,234,384,305,274,44,382,319,311,213,469,232,216,204,280,207,106,174,481,271,217,178,3400,795,61,77,82,
