报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),77863,35724,129919,91579,56424,25975,99171,69907,42976,19954,86285,61571,39438,17176,77358,55918,35341,14231,66688,60258,49943,
营业收入(万元),77863,35724,129919,91579,56424,25975,99171,69907,42976,19954,86285,61571,39438,17176,77358,55918,35341,14231,66688,60258,49943,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),69040,32714,120836,84674,52080,25229,92597,64792,39665,19382,80026,56579,35975,16559,69915,50644,32028,13669,59966,54089,44325,
营业成本(万元),58465,27378,99050,69854,42909,20419,76017,52889,32281,15320,65391,45992,29342,12793,57207,41366,26215,10690,49142,43782,35582,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),392,171,703,517,287,111,534,246,123,34,413,333,217,92,410,320,205,77,361,342,295,
销售费用(万元),4439,2369,8858,6053,3695,2081,7164,5155,3093,1739,5563,4126,2607,1473,4965,3732,2337,1112,3899,3536,2712,
管理费用(万元),5242,2588,11137,7362,4676,2437,8659,6287,4048,2262,7863,5832,3689,2037,6466,4637,3016,1689,5764,5576,4877,
财务费用(万元),498,212,692,789,474,178,192,153,106,37,541,243,108,151,836,547,241,102,658,800,855,
资产减值损失(万元),5,-3,397,98,38,3,31,61,16,-10,255,53,12,12,31,43,15,-1,143,53,3,
公允价值变动收益(万元),--,--,--,0,--,--,--,-19,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,390,390,390,--,-191,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10197,3129,10644,7981,4734,745,6384,5096,3311,572,6259,4992,3463,617,7444,5274,3313,563,6722,6169,5618,
营业外收入(万元),47,2,172,761,1239,728,923,653,522,200,670,259,248,76,493,224,60,9,422,603,869,
营业外支出(万元),39,13,273,378,359,400,32,24,13,2,191,165,58,17,74,40,36,29,142,56,20,
非流动资产处置损失(万元),--,--,--,340,330,0,3,1,1,0,47,30,30,0,7,6,5,--,2,3,1,
利润总额(万元),10205,3117,10543,8364,5614,1073,7274,5724,3820,769,6738,5087,3652,676,7862,5457,3336,542,7002,6715,6467,
所得税费用(万元),1600,551,1380,1307,864,195,956,885,588,151,943,791,531,114,1078,827,504,95,993,947,967,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8605,2566,9163,7057,4750,879,6318,4840,3232,618,5796,4296,3121,562,6784,4630,2832,447,6009,5768,5500,
归属于母公司所有者的净利润(万元),8841,2687,9262,7121,4750,879,6318,4840,3232,618,5796,4296,3121,562,6784,4630,2832,447,6009,5768,5500,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-236,-121,-99,-64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.24,0.07,0.25,0.19,0.13,0.02,0.18,0.13,0.09,0.02,0.16,0.36,0.26,0.05,0.75,0.51,0.31,0.05,0.67,0.64,0.61,
稀释每股收益,0.24,0.07,0.25,0.19,0.13,0.02,0.18,0.13,0.09,0.02,0.16,0.36,0.26,0.05,0.75,0.51,0.31,0.05,0.67,0.64,0.61,
