报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),786122,581744,386976,205536,683434,535508,335122,176886,518105,263561,158861,68974,462430,392137,287340,175269,748084,686423,432460,207232,1116584,905421,606693,303533,1279928,751692,537884,261371,950221,733115,0,0,24290,22309,15394,7384,32313,24743,15545,9318,30540,24286,17535,9850,19855,13015,7083,2538,21611,14098,8534,4888,
营业收入(万元),786122,581744,386976,205536,683434,535508,335122,176886,518105,263561,158861,68974,462430,392137,287340,175269,748084,686423,432460,207232,1116584,905421,606693,303533,1279928,751692,537884,261371,950221,733115,0,0,24290,22309,15394,7384,32313,24743,15545,9318,30540,24286,17535,9850,19855,13015,7083,2538,21611,14098,8534,4888,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),696024,500554,333385,173771,627062,488938,302803,159436,688949,374185,236628,105245,579757,445640,307070,178980,716653,661561,413515,191902,952866,758790,489721,233543,1039582,597194,423727,209017,760386,563018,569,588,25076,20536,13239,6953,26259,18754,12413,7303,25767,20594,15417,8691,17266,11184,6586,2469,20490,13320,7795,4644,
营业成本(万元),522140,378635,256285,133198,437570,346576,207140,114653,484283,285524,179227,82258,448635,360708,251514,151372,560919,547115,328916,144345,783055,638482,411273,192841,861013,497346,354462,176024,607627,454284,0,0,13679,11214,6882,2786,16256,12146,8230,5044,17047,14238,11344,6544,11538,7467,4497,1398,16926,10738,6172,3937,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,0,--,--,0,--,
