报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),13843,121608,72564,65879,15619,130303,58616,43644,13825,155021,100911,80009,20690,123588,--,58333,19535,104445,59299,76434,60378,
营业收入(万元),13843,121608,72564,65879,15619,130303,58616,43644,13825,155021,100911,80009,20690,123588,--,58333,19535,104445,59299,76434,60378,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8865,99629,52718,50727,12012,113228,54888,38174,14164,122510,86342,63108,18264,92006,--,41281,13957,78167,29491,54530,43978,
营业成本(万元),6506,84946,47250,39717,10033,83085,40132,27428,11157,98395,73037,54871,14618,70539,--,33003,11396,59845,29491,38931,32198,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),158,3105,1374,1332,123,777,82,73,49,844,727,392,75,1013,--,530,217,915,--,859,590,
销售费用(万元),238,3477,1318,900,293,2812,1309,789,271,2620,1568,865,293,2534,--,772,153,1596,--,1223,846,
管理费用(万元),2942,21420,11998,7880,2510,17955,10736,7088,2905,17646,8958,5875,2582,15212,--,5428,2211,15354,--,13081,10232,
财务费用(万元),-418,-3285,-2655,-1878,-774,-4664,-3809,-273,-87,-1072,-848,-538,-255,-576,--,-340,-148,-363,--,243,7,
资产减值损失(万元),-562,-10034,-6567,2776,-173,13262,6439,3069,-131,4077,2899,1643,951,3283,--,1887,129,822,--,194,106,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,1085,933,933,665,1856,1678,1029,--,--,--,--,--,--,--,--,-23,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5087,22329,19846,15152,3607,18159,4661,6403,326,34368,16247,17930,2426,31582,--,17052,5579,26278,18651,21904,16376,
营业外收入(万元),0,34,300,230,81,444,363,216,108,444,275,174,75,348,--,168,72,412,--,1353,1730,
营业外支出(万元),--,--,0,0,0,28,0,0,--,0,0,0,0,0,--,0,0,6,--,49,2,
非流动资产处置损失(万元),--,--,0,0,0,0,0,0,--,0,0,0,0,0,--,0,0,6,--,--,2,
利润总额(万元),5087,22363,20146,15381,3688,18575,5024,6619,434,34812,16522,18104,2500,31930,--,17220,5650,26684,18975,23209,18104,
所得税费用(万元),595,3114,2983,2434,509,2189,682,913,46,5215,2746,2953,478,3771,--,2272,869,3850,--,3804,3183,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4492,19249,17163,12948,3179,16386,4342,5706,388,29596,13776,15151,2023,28158,--,14947,4781,22834,15988,19405,14921,
归属于母公司所有者的净利润(万元),4492,19249,17163,12948,3179,16386,4342,5706,388,29596,13776,15151,2023,28158,16514,14947,4781,22834,15988,19405,14921,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.11,0.47,0.42,0.31,0.08,0.4,0.11,0.14,0.01,0.73,0.34,0.38,0.05,0.85,--,0.45,0.14,0.69,0.48,0.59,0.46,
稀释每股收益,0.11,0.47,0.42,0.31,0.08,0.4,0.11,0.14,0.01,0.73,0.34,0.38,0.05,0.85,--,0.45,0.14,0.69,0.48,0.59,0.46,
