报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),413280,334485,225600,113725,447988,330063,225719,110672,375508,257358,166707,83725,332775,237163,158688,76273,321471,240568,157549,76017,297723,216781,145549,68840,278267,212050,146745,72430,228496,167204,105888,47574,162573,37077,131673,117459,
营业收入(万元),413280,334485,225600,113725,447988,330063,225719,110672,375508,257358,166707,83725,332775,237163,158688,76273,321471,240568,157549,76017,297723,216781,145549,68840,278267,212050,146745,72430,228496,167204,105888,47574,162573,0,131673,117459,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),315126,250856,165425,82386,338182,255234,175669,87322,322686,226340,148931,77556,314846,221986,148127,73804,306373,228278,148797,73170,280226,202242,134813,65337,263625,198354,134523,67010,208192,150452,94855,42525,147897,0,122695,110983,
营业成本(万元),276715,223128,147659,73947,296592,226622,156192,76382,284198,199227,130383,67266,280502,198710,133243,66074,273800,205551,135056,66929,258743,187365,126030,61219,246606,186394,126804,62674,194702,141470,88916,40085,138434,0,114793,103596,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),8583,7781,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),3773,3042,1815,974,3242,2211,1529,933,3026,1526,1114,754,1346,793,534,151,1258,780,520,253,1014,713,386,119,963,610,439,178,913,554,284,118,479,0,536,544,
销售费用(万元),12970,9192,6061,2982,17453,13359,9398,4989,21398,14662,9712,4838,16140,11870,7321,3699,16386,11649,7252,3102,11982,7779,4645,2105,9099,6876,4249,1933,6159,4280,2691,1177,4207,0,3434,2797,
管理费用(万元),7974,4930,8168,3350,14925,8696,5577,3504,10906,7798,5269,2804,12275,7735,5157,2757,10500,7686,4442,2316,7355,5192,3294,1615,6050,4026,2741,1597,5071,3101,2118,875,3892,0,3218,2759,
