报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),178867,806313,658864,412996,188609,863681,635361,371924,187857,714142,492207,294576,146759,515313,347310,204643,87862,378636,284504,172469,80008,350753,253983,166882,77527,310441,226698,144053,61824,168426,90033,57948,31892,145312,100851,64525,35494,130426,95739,156710,90344,
营业收入(万元),178867,806313,658864,412996,188609,863681,635361,371924,187857,714142,492207,294576,146759,515313,347310,204643,87862,378636,284504,172469,80008,350753,253983,166882,77527,310441,226698,144053,61824,168426,90033,57948,31892,145312,100851,64525,35494,130426,95739,156710,90344,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),177178,830017,647145,406885,188817,850961,617687,365889,183306,685044,474144,284709,141809,503901,335935,195439,85268,364547,270504,163400,74799,333230,240968,159460,73787,290275,212815,135804,58261,157424,86326,56088,29952,137001,95731,61310,33155,112502,79846,141885,84975,
营业成本(万元),150429,692257,561308,352903,163083,736378,540479,322263,161063,588235,414484,247674,122795,437533,296556,171736,75209,324039,243362,147777,69627,297908,217346,144127,66622,262786,191701,122112,52340,137203,74115,48714,26524,119691,82800,52204,27816,94078,66673,120481,69842,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
