报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),25116,123566,72526,38876,13140,96661,77880,54911,26135,132044,102893,69840,34793,117730,86500,55586,22670,115421,85988,74445,39229,62678,44109,20011,
营业收入(万元),25116,123566,72526,38876,13140,96661,77880,54911,26135,132044,102893,69840,34793,117730,86500,55586,22670,115421,85988,74445,39229,62678,44109,20011,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23848,118784,71090,38313,13020,93762,75422,53409,25934,126970,99330,66806,33243,109128,80202,50395,21560,105703,75411,65334,33906,55098,39887,17966,
营业成本(万元),22377,109361,64655,34800,11878,86890,71393,50790,25077,118796,92514,62075,31354,98079,71731,45523,20202,95270,64832,57148,30447,50506,36628,16190,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),96,807,433,237,32,531,156,65,32,528,426,360,261,948,600,313,84,737,1033,1470,735,1116,609,328,
销售费用(万元),278,1391,1098,659,223,1168,1013,1025,535,2078,1592,1296,636,3712,2758,1842,356,4315,4411,3608,929,1810,1134,648,
管理费用(万元),1387,6642,4829,2875,1352,5998,4302,2717,1385,5601,3549,2291,991,4649,3561,2267,934,4746,5154,3287,1550,1650,1297,663,
财务费用(万元),175,-555,-462,-276,-109,-338,-228,-148,-58,-232,-121,-48,1,28,54,18,-15,28,-62,-113,-28,-8,21,-4,
资产减值损失(万元),-465,1139,536,18,-356,-487,-1214,-1040,-1037,198,1370,832,--,1741,1498,433,--,606,43,-66,273,23,199,142,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-128,104,100,100,--,--,--,--,--,1,1,1,1,27,27,18,16,37,74,65,5,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
