报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),179075,407045,280939,194327,130043,207183,94753,43893,27766,111305,84981,57933,38851,97292,68892,47732,27478,90804,62731,39923,23689,89655,60869,40195,23888,78477,54268,40339,24644,65706,17346,40809,28211,
营业收入(万元),179075,407045,280939,194327,130043,207183,94753,43893,27766,111305,84981,57933,38851,97292,68892,47732,27478,90804,62731,39923,23689,89655,60869,40195,23888,78477,54268,40339,24644,65706,17346,40809,28211,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),166118,400308,273370,188861,122185,210906,100299,48286,27736,115450,84610,56012,35460,92968,65144,44259,24336,83938,57537,35654,20359,80294,54395,35361,20812,68724,46955,34487,20853,56715,14270,35658,24915,
营业成本(万元),124950,288820,196348,137858,91048,137304,59130,25564,15558,66655,49640,32110,22471,55057,39417,27461,15983,56124,38950,24457,14569,61016,42352,28406,16804,57100,40158,29879,18393,48238,12624,30992,21530,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业税金及附加(万元),1442,2062,2148,1595,1128,1467,667,302,173,756,543,358,224,563,386,263,143,433,286,179,96,342,236,154,82,258,173,129,61,167,43,100,81,
销售费用(万元),32561,86085,57314,39177,24682,54334,28136,15380,8818,34446,24708,17035,9881,26119,18656,12499,6504,17103,11107,6224,3267,10616,7712,4513,2657,5378,2863,1705,1007,2819,581,1681,1579,
管理费用(万元),5977,18819,15298,8770,4408,14062,9202,5201,2495,10519,7908,5234,2807,8897,5769,3458,1718,9264,6422,4143,2024,8431,4262,2391,1260,5140,3201,1920,912,3884,683,2127,1076,
财务费用(万元),1058,3427,2163,1810,1325,3019,3148,1859,698,2764,1836,1299,76,1613,771,432,-12,764,674,552,403,-335,-253,-188,8,713,540,838,491,1515,264,856,621,
资产减值损失(万元),130,1095,99,-348,-407,719,16,-20,-6,309,-24,-24,--,719,144,146,--,251,98,98,--,226,86,86,--,135,20,17,-11,93,77,-99,29,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
投资收益(万元),72,1692,520,423,212,2527,2320,1834,680,2445,2062,1445,15,886,236,236,15,4266,4266,90,15,88,88,88,20,120,68,68,--,45,0,50,58,
对联营企业和合营企业的投资收益(万元),--,528,--,--,--,518,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业利润(万元),14947,12639,8089,5889,8070,-1195,-3226,-2559,710,-1700,2433,3365,3406,5210,3985,3709,3157,11131,9460,4359,3345,9448,6562,4922,3096,9873,7382,5921,3791,9036,3076,5202,3355,
营业外收入(万元),3,268,3762,3510,278,7597,6499,5305,1592,1257,828,502,211,1072,756,370,196,1037,747,365,168,1216,1000,582,399,2377,1297,1093,386,1667,198,666,885,
营业外支出(万元),37,475,398,244,185,700,292,203,113,136,123,18,11,47,24,15,14,286,120,65,3,241,50,40,36,83,37,35,11,587,100,10,123,
