报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),10515700,7781300,4688200,2151300,8431000,6050600,3905700,1937100,5788200,4103900,2543000,1127400,5275900,4156300,2899200,1496100,7404600,5718600,3817700,1839900,7532900,5616000,3692200,1916800,7774800,5837600,3937800,1889000,9042300,6971600,4633400,2259500,9243100,6793700,4404000,2167300,7012600,4922400,3004200,1563300,7961600,6301500,4016800,1858600,6549900,4943000,3303600,1601700,5433000,3954800,2502400,1207600,
营业收入(万元),10515700,7781300,4688200,2151300,8431000,6050600,3905700,1937100,5788200,4103900,2543000,1127400,5275900,4156300,2899200,1496100,7404600,5718600,3817700,1839900,7532900,5616000,3692200,1916800,7774800,5837600,3937800,1889000,9042300,6971600,4633400,2259500,9243100,6793700,4404000,2167300,7012600,4919500,3004200,1563300,7961600,6301500,4016800,1858600,6549900,4943000,3303600,1601700,5433000,3954800,2502400,1207600,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,--,0,0,0,--,
营业总成本(万元),9553300,6937500,4238000,1948600,7928200,5744000,3743000,1837200,5671800,4021400,2536500,1213600,5702700,4285000,2913400,1506400,7315400,5631300,3780800,1823100,7522000,5593500,3662800,1880600,8372300,6321000,4239500,2155500,9427100,7006400,4651500,2267800,9058900,6502300,4071200,2032900,6952300,4925400,3183900,1563900,7583400,5288300,3271700,1547800,5513000,4017400,2619300,1254600,4472200,3205100,2061900,1050400,
营业成本(万元),8812600,6393000,3906300,1788600,7274300,5309600,3467500,1693700,5018600,3549500,2221700,1048700,4946900,3724500,2540200,1310200,6549000,5068200,3415400,1645000,6692900,4967900,3242300,1654800,7563000,5709500,3832500,1944400,8640600,6470400,4272300,2092000,8269400,5952900,3718200,1873600,6371200,4499800,2898200,1620600,6661100,4670000,2934600,1393700,4834600,3564000,2303800,1120100,4030900,2912900,1865000,974500,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,--,0,0,0,--,
研发费用(万元),48300,26500,14600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,--,0,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,0,0,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,0,0,--,0,0,--,0,0,0,--,
