报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),971154,4329163,2849938,1869420,861536,3800192,2704009,1815932,760017,5601344,4240838,3111140,993304,2919753,1737858,1053482,474125,1611527,1033512,604134,295257,1169388,814755,578819,238908,2503319,944992,750820,344697,2779490,1242110,790536,406333,2200652,1522222,895379,345909,1770762,1390122,1091269,579297,3087111,1935243,1063909,333903,599085,319936,197599,46757,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
利息收入(万元),63664,1280667,195217,626071,70939,1123278,171141,578406,32240,1562155,228798,778467,47684,785081,46709,322670,20516,408975,66273,152816,21498,217218,97733,107515,35186,205643,105547,99486,35752,198808,104620,106404,34642,201941,94553,90453,30569,323405,130209,181430,40278,228564,58341,77292,7981,56806,15656,23814,3526,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
手续费及佣金收入(万元),448419,1895704,1388611,905318,453723,2244366,1631583,1127407,543876,2963145,2205051,1495511,543149,1711636,1033365,618232,307570,963816,549914,313355,146216,628889,448840,287963,120437,864575,661910,438183,218789,1485843,995242,670298,323613,1691909,1172967,697263,287115,1279844,989009,758962,423753,1895612,1323749,813954,245542,376812,211017,125548,24400,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
其他业务收入(万元),227182,853514,571051,395782,130819,447606,317908,172956,74317,347683,287210,225962,8225,39334,25076,17219,9443,23559,11678,4058,1255,7516,5286,3440,1152,20611,8268,6769,2936,10118,8699,8317,3118,15137,9610,2494,1509,7113,7836,3052,1731,4770,2953,11245,3763,23718,8122,4509,2987,
营业总成本(万元),608793,2704330,1747726,1168057,521558,2379976,1602894,1079177,520307,2835925,2038455,1419655,473515,1601725,1056689,693254,284998,925565,561585,333442,161774,626319,442149,291839,128469,1002195,493337,350847,167038,1152572,644221,398734,200775,874614,584493,323899,118749,816496,576094,437292,221724,1100818,639775,370787,156578,260632,152381,93893,31512,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
利息支出(万元),--,1040206,--,496617,--,888463,--,480920,--,1283054,--,620350,--,690079,--,296701,--,326034,--,111038,--,94769,--,38098,--,65499,--,29166,0,68484,0,36257,0,61805,0,26858,0,152844,0,97111,0,129472,0,44274,0,30607,--,16881,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,0,0,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,--,0,0,0,--,--,--,--,
